algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
ATLAS-B,tiny_01504,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8159180399998149,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12706,40517,108908,
MacroATLAS,tiny_01504,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649441200001093,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2616,5312,104648,
Oracle,tiny_01505,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21402492700008224,3,1,2,2,1,,,,,,,,,,,,,46580,
ATLAS-B,tiny_01505,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8148843049998504,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9629,29925,105920,
MacroATLAS,tiny_01505,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9650268549999055,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4466,10083,117916,
Oracle,tiny_01506,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21413611800016952,3,1,2,1,2,,,,,,,,,,,,,47208,
ATLAS-B,tiny_01506,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151597130003211,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16539,53830,125284,
MacroATLAS,tiny_01506,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650586349999685,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,130540,
Oracle,tiny_01507,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141374889997678,3,1,2,1,2,,,,,,,,,,,,,46908,
ATLAS-B,tiny_01507,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649767920001977,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,4899,14036,101824,
MacroATLAS,tiny_01507,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150988009996581,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,126456,
Oracle,tiny_01508,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21414978900020287,3,1,2,2,1,,,,,,,,,,,,,46900,
ATLAS-B,tiny_01508,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151611230004164,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12708,40534,114052,
MacroATLAS,tiny_01508,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649261709997518,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3248,6867,110460,
Oracle,tiny_01509,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140332569997554,3,1,2,2,1,,,,,,,,,,,,,46860,
ATLAS-B,tiny_01509,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.815067388999978,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,7171,21530,106796,
MacroATLAS,tiny_01509,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7147257700003138,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2914,5792,97268,
Oracle,tiny_01510,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.31428303399979995,4,1,2,1,2,,,,,,,,,,,,,75364,
ATLAS-B,tiny_01510,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.8650299739997536,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,10020,30278,112848,
MacroATLAS,tiny_01510,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9652775620002103,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,125264,
Oracle,tiny_01511,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21409965800012287,4,0,1,1,1,,,,,,,,,,,,,46440,
ATLAS-B,tiny_01511,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.1155544950001968,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5291,14567,133104,
MacroATLAS,tiny_01511,repair,macro,SAT,REPAIR,0,3,PASSED,1.0152973780000139,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,125988,
Oracle,tiny_01512,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21409272800019608,3,0,1,1,1,,,,,,,,,,,,,44808,
ATLAS-B,tiny_01512,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7647944570003347,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7732,24239,100184,
MacroATLAS,tiny_01512,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.714941804999853,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1734,3156,98136,
Oracle,tiny_01513,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2140517570001066,3,0,1,1,1,,,,,,,,,,,,,45172,
ATLAS-B,tiny_01513,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648339280003711,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2949,8090,98568,
MacroATLAS,tiny_01513,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150085679999393,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3221,6955,116264,
Oracle,tiny_01514,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140350459999354,3,1,2,2,1,,,,,,,,,,,,,46988,
ATLAS-B,tiny_01514,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649410809999608,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4897,14033,106296,
MacroATLAS,tiny_01514,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0155465429998003,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,134304,
Oracle,tiny_01515,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21409362700023848,3,1,2,2,1,,,,,,,,,,,,,46928,
ATLAS-B,tiny_01515,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649891630002458,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9657,29969,112080,
MacroATLAS,tiny_01515,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9651129769999898,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,132464,
Oracle,tiny_01516,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21416827000030025,3,0,1,1,1,,,,,,,,,,,,,44888,
ATLAS-B,tiny_01516,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150518689999444,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7733,24245,106976,
MacroATLAS,tiny_01516,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7149166039998818,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2471,4861,98936,
Oracle,tiny_01517,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2140688270001192,3,0,1,1,1,,,,,,,,,,,,,44816,
ATLAS-B,tiny_01517,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8653015910003887,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7765,24287,111196,
MacroATLAS,tiny_01517,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150044270000762,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2825,5484,112168,
Oracle,tiny_01518,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142948350000552,4,1,2,2,1,,,,,,,,,,,,,73616,
ATLAS-B,tiny_01518,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9153271870000026,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,17330,55215,128556,
MacroATLAS,tiny_01518,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9652012300002752,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,126400,
Oracle,tiny_01519,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21407174800015127,2,0,1,2,1,,,,,,,,,,,,,45232,
ATLAS-B,tiny_01519,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8148377630000141,2,0,1,2,1,,,,,,,,,,,2123,5342,107336,
