task,family,category,algorithm,B,b,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,bothDecisive,pairStatusAgreement,pairObjectiveAgreement
5to10Traces/0027.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.22367661099997,False,,
5to10Traces/0028.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1657151899999,False,,
5to10Traces/0028.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.13169388000006,False,,
5to10Traces/0029.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.40257828500035,False,,
5to10Traces/0029.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.28053759900104,False,,
5to10Traces/0030.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.16811998199955,False,,
5to10Traces/0030.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2267212530005,False,,
5to10Traces/0031.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.38295318999917,False,,
5to10Traces/0031.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.31607652899947,False,,
5to10Traces/0032.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.174753487001,False,,
5to10Traces/0032.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2186060189997,False,,
5to10Traces/0033.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.4347068689999,False,,
5to10Traces/0033.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.44210334000127,False,,
5to10Traces/0034.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1969066540005,False,,
5to10Traces/0034.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2574698239987,False,,
5to10Traces/0035.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.43664863100093,False,,
5to10Traces/0035.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30757711500019,False,,
5to10Traces/0036.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.22672139899987,False,,
5to10Traces/0036.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.20730142899993,False,,
5to10Traces/0037.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.3771681019998,False,,
5to10Traces/0037.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.33879543800003,False,,
5to10Traces/0038.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.25630393499978,False,,
5to10Traces/0038.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2423243910016,False,,
5to10Traces/0039.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.35227841899996,False,,
5to10Traces/0039.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.39278693599954,False,,
5to10Traces/0040.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.31616292099898,False,,
5to10Traces/0040.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.31076510600042,False,,
5to10Traces/0041.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.27322184500008,False,,
5to10Traces/0041.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.55730849800057,False,,
5to10Traces/0042.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2941398440007,False,,
5to10Traces/0042.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30428219999976,False,,
5to10Traces/0043.trace,5to10Traces,unconstrained,ATLAS-B,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.34128805,False,,
5to10Traces/0043.trace,5to10Traces,unconstrained,MacroATLAS,10,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.6013669240001,False,,
5to10Traces/0044.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,1.878731410999535,True,True,True
5to10Traces/0044.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,4.718314739000107,True,True,True
5to10Traces/0045.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,2.614602012999967,True,True,True
5to10Traces/0045.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,4.528202383000462,True,True,True
5to10Traces/0046.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,171.8841874109985,True,True,True
5to10Traces/0046.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,19.397464044000117,True,True,True
