task,family,category,algorithm,B,b,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,bothDecisive,pairStatusAgreement,pairObjectiveAgreement
5to10Traces/0047.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,54.131524105999915,True,True,True
5to10Traces/0047.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,30.09781281800042,True,True,True
5to10Traces/0048.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,146.14778496600047,True,True,True
5to10Traces/0048.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,66.52492866900002,True,True,True
5to10Traces/0049.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,112.33268870200004,True,True,True
5to10Traces/0049.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,66.11670541500098,True,True,True
5to10Traces/0050.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.15658324000015,False,,
5to10Traces/0050.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,80.69513191800002,False,,
5to10Traces/0051.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.24438588699923,False,,
5to10Traces/0051.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,160.59481774899996,False,,
5to10Traces/0052.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1733771069994,False,,
5to10Traces/0052.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,101.94759540199993,False,,
5to10Traces/0053.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.32882913899994,False,,
5to10Traces/0053.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2247242859994,False,,
5to10Traces/0054.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.19045383900084,False,,
5to10Traces/0054.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,6,PASSED,138.37059616399983,False,,
5to10Traces/0055.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.3187483820002,False,,
5to10Traces/0055.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2931578810003,False,,
5to10Traces/0056.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.27425986700018,False,,
5to10Traces/0056.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2408226059997,False,,
5to10Traces/0057.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2867300050002,False,,
5to10Traces/0057.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.24763009400021,False,,
5to10Traces/0058.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.22138904599979,False,,
5to10Traces/0058.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.28668728799857,False,,
5to10Traces/0059.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.36873480400027,False,,
5to10Traces/0059.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2562994789987,False,,
5to10Traces/0060.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30173458100035,False,,
5to10Traces/0060.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30036989399923,False,,
5to10Traces/0061.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.46781865699995,False,,
5to10Traces/0061.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.37977592300012,False,,
5to10Traces/0062.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.3149293890001,False,,
5to10Traces/0062.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2597190900001,False,,
5to10Traces/0063.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.5750721689983,False,,
5to10Traces/0063.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.31694080599982,False,,
5to10Traces/0064.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30701945200053,False,,
5to10Traces/0064.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.27381448300002,False,,
5to10Traces/0065.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.5250343429998,False,,
5to10Traces/0065.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.35552543499944,False,,
5to10Traces/0066.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.6545555960001366,True,True,True
5to10Traces/0066.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.2506315919999906,True,True,True
5to10Traces/0068.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.08142386100008,False,,
5to10Traces/0068.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,7,PASSED,53.55928005800024,False,,
5to10Traces/0069.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,6.490260601000045,True,True,True
5to10Traces/0069.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.8504339350000691,True,True,True
5to10Traces/0070.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.11717449000025,False,,
5to10Traces/0070.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,7,PASSED,117.24768112600032,False,,
5to10Traces/0071.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,81.19796074199985,True,True,True
5to10Traces/0071.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,35.976796984999964,True,True,True
5to10Traces/0072.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1350613069999,False,,
5to10Traces/0072.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,0,7,PASSED,180.08732566599974,False,,
5to10Traces/0073.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,106.26332112799992,True,True,True
5to10Traces/0073.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,88.3137777070001,True,True,True
5to10Traces/0074.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.18140305999987,False,,
5to10Traces/0074.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.19580395899993,False,,
5to10Traces/0075.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,67.80401813599929,True,True,True
5to10Traces/0075.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,111.57244979900133,True,True,True
5to10Traces/0076.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.23439923200021,False,,
5to10Traces/0076.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.22833939299971,False,,
5to10Traces/0077.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.29908704299987,False,,
5to10Traces/0077.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,170.30190697500075,False,,
5to10Traces/0078.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.25830147800116,False,,
5to10Traces/0078.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.219513494,False,,
5to10Traces/0079.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.3816780800007,False,,
5to10Traces/0079.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.28903073500078,False,,
5to10Traces/0080.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.29924556200058,False,,
5to10Traces/0080.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.30543912400026,False,,
5to10Traces/0081.trace,5to10Traces,unconstrained,ATLAS-B,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,171.713683304999,False,,
5to10Traces/0081.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.3565002080004,False,,
5to10Traces/0082.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.27809523299948,False,,
5to10Traces/0082.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.26860892500008,False,,
5to10Traces/0083.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.38079707700035,False,,
5to10Traces/0083.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.36494387699895,False,,
5to10Traces/0084.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.29360266599906,False,,
5to10Traces/0084.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.26188067900148,False,,
5to10Traces/0085.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.45334799500006,False,,
5to10Traces/0085.trace,5to10Traces,unconstrained,MacroATLAS,18,2,SAT,MIN_EXPANDED_SIZE,0,5,PASSED,151.081310182999,False,,
5to10Traces/0086.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.28545304900013,False,,
5to10Traces/0086.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.33835083300073,False,,
5to10Traces/0087.trace,5to10Traces,unconstrained,ATLAS-B,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.55027384099958,False,,
5to10Traces/0087.trace,5to10Traces,unconstrained,MacroATLAS,18,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.37871248599913,False,,
5to10Traces/0088.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.1428172060004727,True,True,True
5to10Traces/0088.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.140705945000036,True,True,True
5to10Traces/0090.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.135918590000074,True,True,True
5to10Traces/0090.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.763678195000466,True,True,True
5to10Traces/0091.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.0647630370003753,True,True,True
5to10Traces/0091.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.0097695920012484,True,True,True
5to10Traces/0092.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.0695874859998185,True,True,True
5to10Traces/0092.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.3647131670004455,True,True,True
5to10Traces/0093.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.733798696999656,True,True,True
5to10Traces/0093.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.401995338999768,True,True,True
5to10Traces/0094.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.7817514330000677,True,True,True
5to10Traces/0094.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.960348018001241,True,True,True
5to10Traces/0095.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,9.335372106999785,True,True,True
5to10Traces/0095.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.1797265680002056,True,True,True
5to10Traces/0096.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.504125219000343,True,True,True
5to10Traces/0096.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.609374875999947,True,True,True
5to10Traces/0097.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,9.566422734998923,True,True,True
5to10Traces/0097.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.570265490001475,True,True,True
5to10Traces/0098.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,6.208065143000113,True,True,True
5to10Traces/0098.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.768558715000836,True,True,True
5to10Traces/0099.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,11.661113596999712,True,True,True
5to10Traces/0099.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.266004777000489,True,True,True
5to10Traces/0100.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,6.808529966000151,True,True,True
5to10Traces/0100.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.119439955000416,True,True,True
5to10Traces/0101.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,12.438389658999768,True,True,True
5to10Traces/0101.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.766937372998655,True,True,True
5to10Traces/0102.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,8.810729520000677,True,True,True
5to10Traces/0102.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,6.428128903000015,True,True,True
5to10Traces/0103.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,16.90764774499985,True,True,True
5to10Traces/0103.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.366930524999589,True,True,True
5to10Traces/0104.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,9.707048043999748,True,True,True
5to10Traces/0104.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.828492632999996,True,True,True
5to10Traces/0105.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,16.519396342999244,True,True,True
5to10Traces/0105.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.200390908001282,True,True,True
5to10Traces/0106.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,10.254189063000013,True,True,True
5to10Traces/0106.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.3251882450003905,True,True,True
5to10Traces/0107.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,20.72822625500021,True,True,True
5to10Traces/0107.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.442185600999437,True,True,True
5to10Traces/0108.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,10.828915084999608,True,True,True
5to10Traces/0108.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.569829545000175,True,True,True
5to10Traces/0109.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,23.372286902999804,True,True,True
5to10Traces/0109.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,7.111776201000794,True,True,True
5to10Traces/0110.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.7049760659997446,True,True,True
5to10Traces/0110.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.1354238660005649,True,True,True
5to10Traces/0112.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.8069317689987656,True,True,True
5to10Traces/0112.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.080859159001193,True,True,True
5to10Traces/0114.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.12923738100017,False,,
5to10Traces/0114.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.14163433700014,False,,
5to10Traces/0116.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.15287411200006,False,,
5to10Traces/0116.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.13897709499997,False,,
5to10Traces/0117.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.21010490699882,False,,
5to10Traces/0117.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,42.27589666200015,False,,
5to10Traces/0118.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1413509949998,False,,
5to10Traces/0118.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.15703423600007,False,,
5to10Traces/0119.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,21.343372348999765,True,True,True
5to10Traces/0119.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.6436876200004917,True,True,True
5to10Traces/0120.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,12.88123758799884,True,True,True
5to10Traces/0120.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.128732900000614,True,True,True
5to10Traces/0121.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,32.14558755300095,True,True,True
5to10Traces/0121.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.606575863999751,True,True,True
5to10Traces/0122.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.1765166210007,False,,
5to10Traces/0122.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2351314080006,False,,
5to10Traces/0124.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.19189928700007,False,,
5to10Traces/0124.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2164103260002,False,,
5to10Traces/0125.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,44.88109988399992,True,True,True
5to10Traces/0125.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.556245570000101,True,True,True
5to10Traces/0126.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.230481778,False,,
5to10Traces/0126.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.28455729300003,False,,
5to10Traces/0127.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,51.82910946499942,True,True,True
5to10Traces/0127.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,5.510879740000746,True,True,True
5to10Traces/0128.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.31734446500013,False,,
5to10Traces/0128.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2520503070009,False,,
5to10Traces/0129.trace,5to10Traces,unconstrained,ATLAS-B,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,57.336564741000075,True,True,True
5to10Traces/0129.trace,5to10Traces,unconstrained,MacroATLAS,67,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,6.868176370000583,True,True,True
5to10Traces/0130.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.26771116999953,False,,
5to10Traces/0130.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.2880737079995,False,,
5to10Traces/0131.trace,5to10Traces,unconstrained,ATLAS-B,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.40516678400127,False,,
5to10Traces/0131.trace,5to10Traces,unconstrained,MacroATLAS,67,2,TIMEOUT,MIN_EXPANDED_SIZE,,,IN_PROGRESS,180.35000267600117,False,,
5to10Traces/0132.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.0612291450001976,True,True,True
5to10Traces/0132.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.1900107049987128,True,True,True
5to10Traces/0134.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.003905071999725,True,True,True
5to10Traces/0134.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.650785806001295,True,True,True
5to10Traces/0135.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.1216785479991813,True,True,True
5to10Traces/0135.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,1.9375355089996447,True,True,True
5to10Traces/0136.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,3.0050308470003984,True,True,True
5to10Traces/0136.trace,5to10Traces,unconstrained,MacroATLAS,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,2.3691491359986685,True,True,True
5to10Traces/0137.trace,5to10Traces,unconstrained,ATLAS-B,3,2,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,4.549852105001264,True,True,True
