caseId,family,task,inputSha256,B,b,oracleStatus,oraclePrimary,oracleSecondary,oracleSatVerified,oracleWallSec,oldOracleStatus,oldOraclePrimary,oldOracleSecondary,atlasBStatus,atlasBPrimary,atlasBSecondary,atlasBSatVerified,macroStatus,macroPrimary,macroSecondary,macroSatVerified,macroStatusDiff,macroObjectiveDiff,atlasBStatusDiff,atlasBObjectiveDiff,oldOracleChanged
tiny_01254,global_prop,global_prop/tiny_01254.trace,aea400a4fb21b97bb7cff1ec256bf0852cbc4528a2dd9f173939c53002297831,3,0,SAT,0,2,True,0.04238932900261716,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01255,repair,repair/tiny_01255.trace,2a8307d209bfd3c0aaa9a128f43fcd7e3d2d9e1bd7806f95a8f41790917148b0,2,0,UNSAT,0,0,False,0.06652557200141018,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01256,plain,plain/tiny_01256.trace,568bd0fdaa3746f95bb2999da98a5568cba5002006adc1665f02ee79904c2e45,3,0,SAT,0,2,True,0.05334529999890947,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01257,nnf,nnf/tiny_01257.trace,990ae43014e93c6fa8359f71099b9c4ad9711abc3320bf4abdb4982bce89f5f4,3,0,SAT,0,2,True,0.04209439199985354,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01258,cnf,cnf/tiny_01258.trace,91102b5a9e0087ac60e3b0ab241782498b5a3cf3d62de37c7d53172f25878735,3,0,SAT,0,2,True,0.04586091799865244,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01259,dnf,dnf/tiny_01259.trace,0bd8bb454b2ee6f6f1b5800135f9017d78125582ca42edc60758e493957c4a16,3,0,SAT,0,2,True,0.044659915001830086,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01260,required,required/tiny_01260.trace,884df773c867e5519828eeb5a0e271654b9d2f38828e22beda5267a18268cd73,3,0,SAT,0,2,True,0.04590819099757937,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01261,no_dag_reuse,no_dag_reuse/tiny_01261.trace,b4c3a5ab0015793f3f8d8388b1d732d6f8c63b56211a6f1ca9f510b8184ce77b,3,0,SAT,0,2,True,0.049491705001855735,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01262,global_prop,global_prop/tiny_01262.trace,6550522fe6beb8b419da02d2b4e31f1cc74ee748e80f5f263ce9e9d81d273869,4,0,SAT,0,3,True,0.06615205600246554,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01263,repair,repair/tiny_01263.trace,f66d0db38e7426ff95c4200b5995743d39fa39e8521f7c19dac155000b0e5678,3,0,SAT,1,2,True,0.04112805600016145,SAT,1,2,SAT,1,2,True,SAT,1,2,True,False,False,False,False,False
tiny_01264,plain,plain/tiny_01264.trace,d8743c4fedc1b22b5bbf96a8e8c78aa6e6be96895df1f1e686971f4dffed3bfc,3,0,SAT,0,2,True,0.05060218400103622,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01265,nnf,nnf/tiny_01265.trace,e67dcba23a3002cb7fbab5fcb4138cc16209f015d236dd523c5cac43efb8ccd6,3,0,SAT,0,2,True,0.049376377999578835,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01266,cnf,cnf/tiny_01266.trace,75acac92b7719f3778c178a956229f8c7ffcf0646affb6a09481cf68d2c66df3,3,1,SAT,0,3,True,0.12476948000039556,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01267,dnf,dnf/tiny_01267.trace,845d78d4d1851d0aa60606af41db25b9f05ec6a7281711a48fdb28955292d301,3,1,SAT,0,3,True,0.10033870900224429,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01268,required,required/tiny_01268.trace,c7e4e58cdceb47fac6cdccc34e7a11e57d8e7505159909b79c328fe2c751dc40,3,0,SAT,0,2,True,0.04922898400036502,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01269,no_dag_reuse,no_dag_reuse/tiny_01269.trace,365bb3fd38059ce0aaefea10487b1fa369ead6d8af28c29e273fe7e54d333643,3,0,SAT,0,2,True,0.04805707299965434,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01270,global_prop,global_prop/tiny_01270.trace,0d802793be8f2fd90aafb5f81a1bdf853d4619fc84741d8820bb72b204710ad0,4,1,SAT,0,4,True,0.15248042600069311,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
tiny_01271,repair,repair/tiny_01271.trace,8cb0027aab7b41382f0396625ac7fe4cd869b64761ca36933082332f77a5b379,4,0,SAT,0,3,True,0.1579930849984521,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01272,plain,plain/tiny_01272.trace,1b4f2a9f464adcfd6784689fc2c3950b8c5efdf06575a2ac5eda366069f8fd3b,4,0,SAT,0,3,True,0.09187089300030493,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01273,nnf,nnf/tiny_01273.trace,f1c81879bb1c38e2058cab2badac9567fb62c3b6bc4fddbfa927bad9df4c8f48,4,0,SAT,0,3,True,0.08950367899888079,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01274,cnf,cnf/tiny_01274.trace,7e0cdea84c5cd4ea125f3a0f6f4546df9e65076c686f66af69ee3c304d1470e8,3,1,SAT,0,3,True,0.13904985699991812,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01275,dnf,dnf/tiny_01275.trace,2bee03ad0f23b436a0d4bc423ac21a641a50a86fa440d60f805aa585727df597,3,1,SAT,0,3,True,0.11500950399931753,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01276,required,required/tiny_01276.trace,b2cd9af8a93e949d41f14db775d0d17a59b897d926521c080cf6b83f8b655da9,4,0,SAT,0,3,True,0.100079812000331,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01277,no_dag_reuse,no_dag_reuse/tiny_01277.trace,87f0755f9720b6e36ac0ed1a44596621e3093270529bc4a0d8d24a2f55966d46,4,0,SAT,0,3,True,0.10171382200132939,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01278,global_prop,global_prop/tiny_01278.trace,39ac42b700a018e34bf2e7f715bdc9fb759d1b4d7f274c0c61541bde36a2863b,4,1,SAT,0,4,True,0.21882652400017832,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
tiny_01279,repair,repair/tiny_01279.trace,24ba0d2aaf3ad0f38e2a3f8f6e7684d198a9b2ac9366f263d054cf1a2b0a6fd5,2,0,UNSAT,0,0,False,0.10759227099697455,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01280,plain,plain/tiny_01280.trace,473d30dc84c8c8762a9a0d927ef0962cbd403e51d5a41ba69a8cafd31fff4b69,2,0,UNSAT,0,0,False,0.050013578998914454,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01281,nnf,nnf/tiny_01281.trace,385bdc5806fd911373e4339ec1c0b3ee0d9245cbff430d525d43dd23cbf89af6,2,0,UNSAT,0,0,False,0.036366745000123046,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01282,cnf,cnf/tiny_01282.trace,b3d32ed2d5b8ad0d76a1c53f1c595c3b1c4733eaff68a3f997bae4d28b50e671,2,0,UNSAT,0,0,False,0.034743234999041306,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01283,dnf,dnf/tiny_01283.trace,0053dd1b7bcd8c662b95af30a56c4361d551de1b6774b182e40b4a923fbffa0d,2,0,UNSAT,0,0,False,0.04200336500070989,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01284,required,required/tiny_01284.trace,bdafd90ee8d651126c910a4e45185b6601868bc7ea98490f06b1b09b3f26a7f0,2,0,UNSAT,0,0,False,0.034347373999480624,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01285,no_dag_reuse,no_dag_reuse/tiny_01285.trace,020c0641231806ea2a6d08b42b788da45762f68a480466973ef2225d89d7ef2c,2,0,UNSAT,0,0,False,0.04124661700188881,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01286,global_prop,global_prop/tiny_01286.trace,db1c0109c0af6323770b2831fc17f3139900202ddbe4350e9a97cd55979766cb,2,0,UNSAT,0,0,False,0.05451912700300454,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01287,repair,repair/tiny_01287.trace,53185bc91bd63b4c8188da26572af2a52f38facb878633aac8916b6c9e1109e9,3,0,SAT,1,2,True,0.05468041800122592,SAT,1,2,SAT,1,2,True,SAT,1,2,True,False,False,False,False,False
tiny_01288,plain,plain/tiny_01288.trace,2a8fe9b41be0a75034d4903d88a8839e47536e44b6a1df0865951fe82d347457,2,0,SAT,0,1,True,0.023195451001811307,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01289,nnf,nnf/tiny_01289.trace,b757b39ad88c2f7772b21ed959e756604fd2880019de148efa023942f77b87e8,2,0,SAT,0,1,True,0.02358778200141387,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01290,cnf,cnf/tiny_01290.trace,10032c755f80e5d0502ad24e6d272235c1c89ed7cae1ef2e3ebb075485582e67,2,0,SAT,0,1,True,0.02293047800048953,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01291,dnf,dnf/tiny_01291.trace,21eb049797150d11734f879e71456e75da8ad5015cdbe9a267abe75eec2c5393,2,0,SAT,0,1,True,0.02472706099797506,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01292,required,required/tiny_01292.trace,6d100d790ea458be19bcebd2fc405dd2d975130c78ea8a884e0dc79007df6b1e,2,0,SAT,0,1,True,0.025544867999997223,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01293,no_dag_reuse,no_dag_reuse/tiny_01293.trace,d84b0418213a311328c950c88f5c20a2ef6ce0198557af781c683a6270bc6da7,2,0,SAT,0,1,True,0.02721612299865228,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01294,global_prop,global_prop/tiny_01294.trace,a8424412ebc49664968c57985b8c2d5ff2cd659d92726de166d16ff953b16cbc,3,0,SAT,0,2,True,0.037730896001448855,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01295,repair,repair/tiny_01295.trace,635e2aa0eaccc4b9329afd1fc0d3b4ee8106a5887b8add31089178bd19681216,4,0,SAT,0,3,True,0.28185588300038944,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01296,plain,plain/tiny_01296.trace,8208198502d1d742bd957e2670d883a04443e834594754850bce7bfb41f97cd9,3,0,SAT,0,2,True,0.050941391000378644,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01297,nnf,nnf/tiny_01297.trace,344c177cc1a794298836020b2ad78ce955b4fd02db7c0dab61de3f0e3ea0b940,3,0,SAT,0,2,True,0.056329062001168495,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01298,cnf,cnf/tiny_01298.trace,965443e3874eeef6eac07510f3af4a7f8d388da4e1cf48a99cf4d03a5c6d5f98,3,0,SAT,0,2,True,0.04276824000044144,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01299,dnf,dnf/tiny_01299.trace,5d73d69d4f5f5593bc762224560c28845d1f621b79abf30811c84cd5b71983e9,3,0,SAT,0,2,True,0.05274104600175633,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01300,required,required/tiny_01300.trace,dd5d4e860ee9a622de3c397484aa12e83d5a4fafe9946d9f7c6690a8e5baa6c6,3,0,SAT,0,2,True,0.04362221799965482,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01301,no_dag_reuse,no_dag_reuse/tiny_01301.trace,d8e63605c05cc698fdb1af9fdd799ebd7dc95a7d5ee77dc1c287030890620456,3,0,SAT,0,2,True,0.047391877000336535,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01302,global_prop,global_prop/tiny_01302.trace,ec108271900d83f7c5d292541e020081d5cac5c1cb7c90894525980e437f9060,4,0,SAT,0,3,True,0.10700115600047866,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01303,repair,repair/tiny_01303.trace,f44485b9bb6089bc9bdcf9dab3b3387df90119ffc931d4c3f07188f0ce086f96,2,0,UNSAT,0,0,False,0.08412156399936066,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01304,plain,plain/tiny_01304.trace,f973e9bb34dd224c93084df1f15e48dc40d2d35d2fac52d819ba615df723227a,3,1,SAT,0,3,True,0.10194783699989785,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01305,nnf,nnf/tiny_01305.trace,3b8cdcc1ebbba4564b16a087c265e324c82afd1e2643fd400d712dfb62d8a836,3,1,SAT,0,3,True,0.09331092899810756,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01306,cnf,cnf/tiny_01306.trace,d7c14570324cb3cf401413a389f4a9705519063b16848b29c142e448920175f6,3,1,SAT,0,3,True,0.14597151199996006,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01307,dnf,dnf/tiny_01307.trace,95a463cbad562d4339e669b4f06f52bbd6a48d4f254eedb372b47918e67d9fcf,3,1,SAT,0,3,True,0.09353965199989034,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01308,required,required/tiny_01308.trace,c4eda74d4291bb734993759d721b78d3094f9fc8092065891f40716bf43afd91,3,1,SAT,0,3,True,0.13283989000046859,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01309,no_dag_reuse,no_dag_reuse/tiny_01309.trace,d5aab518e0a154f96f7f442600cddf65674e7d36ed22784286bee63066d9ebf3,3,1,SAT,0,3,True,0.11397357799796737,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01310,global_prop,global_prop/tiny_01310.trace,73ff61b92259a1271ad3e12af17664d136a28ac3f97173c9366c098331dee7a5,4,1,SAT,0,4,True,0.17476635799903306,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
tiny_01311,repair,repair/tiny_01311.trace,424402f13e526599f31acca17252f16ccd54f653563c19465c1111e9c95c273c,3,0,SAT,1,2,True,0.049538553997990675,SAT,1,2,SAT,1,2,True,SAT,1,2,True,False,False,False,False,False
tiny_01312,plain,plain/tiny_01312.trace,5f3d15adbfdb322a3a27138409802c6f756a288d3b1c839431c0659040d6f5d9,3,1,SAT,0,3,True,0.11323654700026964,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01313,nnf,nnf/tiny_01313.trace,4300004d5d009c8a7248b9c8cb96f11025d9420f1c954bfa59fb95462b246151,3,1,SAT,0,3,True,0.13000306799949612,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01314,cnf,cnf/tiny_01314.trace,2b57aca78933f1e4924ba8b38404c2e3b9f09d0926087b70200a7332bf8651cd,3,1,SAT,0,3,True,0.1484299080002529,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01315,dnf,dnf/tiny_01315.trace,f8bf774c07ea87a7cb49e560d45ce3959cdd0db0ef5ac5cc6020fd098f19eda0,3,1,SAT,0,3,True,0.0909582300009788,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01316,required,required/tiny_01316.trace,7adb52d03f4f83e36d81d2cb3760cf95738bb03b3f3912124c01d8ab9797fb07,3,1,SAT,0,3,True,0.12487003600108437,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01317,no_dag_reuse,no_dag_reuse/tiny_01317.trace,cbb8892050a1d2fdda5780356d5233add644efa3b3536e7bb3c6091b7c4f34f6,3,1,SAT,0,3,True,0.13619744799871114,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01318,global_prop,global_prop/tiny_01318.trace,c324bdc8ada434b781abd8cbbe923618d62dcfef4def645dddb70ce915b03b52,4,1,SAT,0,4,True,0.2296235979993071,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
tiny_01319,repair,repair/tiny_01319.trace,9eaca6dfac24dd706b0ceadc24442ab02cb872779d6f2da777d650e324248404,4,0,SAT,0,3,True,0.27932909000082873,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01320,plain,plain/tiny_01320.trace,f17aaf2e4bedf4e9eb00dabffc00577c7493b620f3c2cda5cede2d0d5ec7a5e1,3,0,SAT,0,2,True,0.04996901200138382,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01321,nnf,nnf/tiny_01321.trace,8a6cbf2b9b190667aa9a217a35ed27fef301eba368f961d14484975f988e20c2,3,0,SAT,0,2,True,0.05322119999982533,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01322,cnf,cnf/tiny_01322.trace,c68c62bfbfeda54bf8d966bb4b167e93df92ec40ad990cf5e8a0307d02b6e98b,2,0,UNSAT,0,0,False,0.037138272000447614,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01323,dnf,dnf/tiny_01323.trace,8df3cb006d1919fde91ec25287480b1e389b2de7ed7927c0959698bb87738350,2,0,UNSAT,0,0,False,0.030788247000600677,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01324,required,required/tiny_01324.trace,72ca002f7b79e31229738880c70a0c7b6eeb79f07df9a693ed742d9e18a6852a,3,0,SAT,0,2,True,0.05276869099907344,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01325,no_dag_reuse,no_dag_reuse/tiny_01325.trace,db6f10f4b61ee70fea28fc085f5e4a2761bb86250accde40611d8a42bfd58ddb,3,0,SAT,0,2,True,0.0502255179999338,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01326,global_prop,global_prop/tiny_01326.trace,c4140dbb6b3cda8084ae2150848c870d2a18bb14d4941702d454197e61cc56fe,2,0,UNSAT,0,0,False,0.03713274799883948,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01327,repair,repair/tiny_01327.trace,6823345cc697da1681985762acb8af9f8ce52574b4dfc657a5a42f1d32ee1423,2,0,UNSAT,0,0,False,0.08425283099859371,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01328,plain,plain/tiny_01328.trace,90140aa2a4c30cb907c68b0a53cff9d1f4f2039153c0dd1b942f292467c3a9d7,3,0,SAT,0,2,True,0.05182609999974375,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01329,nnf,nnf/tiny_01329.trace,08e71e70a2b32de0e99619610cc0671d6463511a2ed40fe81b3c12b98964028b,3,0,SAT,0,2,True,0.048925652998150326,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01330,cnf,cnf/tiny_01330.trace,4d6b490ff7264777625c806ecf9c0ec479267241d390f8d20413a309089a0d8f,2,0,SAT,0,1,True,0.024003616999834776,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01331,dnf,dnf/tiny_01331.trace,94a5ad391f8e91a91427296e2c2907b41f97bbc23a2187a990a175a04b2ae939,2,0,SAT,0,1,True,0.02580728799875942,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01332,required,required/tiny_01332.trace,d254071430b0820937114ecd83916c11034bcbd159d2e48153fe31f1bf5386d5,3,0,SAT,0,2,True,0.052873182998155244,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01333,no_dag_reuse,no_dag_reuse/tiny_01333.trace,f24d747604b4877517e7ac0f66399aabcc077fa70efd67d77f4b7c5be0ec9c60,3,0,SAT,0,2,True,0.05808967599659809,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01334,global_prop,global_prop/tiny_01334.trace,37ab123e7e3d4999560052567bfb80ad3ded603841794638c0816dd3480046f8,3,0,SAT,0,2,True,0.05098236599951633,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01335,repair,repair/tiny_01335.trace,67a91deac133561f6bc711c5564e284d3d12160866f48feb441508893e4c2a98,3,0,SAT,1,2,True,0.04075044600176625,SAT,1,2,SAT,1,2,True,SAT,1,2,True,False,False,False,False,False
tiny_01336,plain,plain/tiny_01336.trace,a00fab82728d7e3da302ee95d2e197fa18937fd52e6b2bbb079f1659839d7c2d,4,0,SAT,0,3,True,0.10499111299941433,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01337,nnf,nnf/tiny_01337.trace,1816ba958b05e327411d4c7e0a98ac2bf6df9b31c816e8f353251bde920e964c,4,0,SAT,0,3,True,0.09271517800152651,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01338,cnf,cnf/tiny_01338.trace,54c51631c32f500953b2e3543d50834977fc41d0aea63fcd7c187480b52a974d,3,0,SAT,0,2,True,0.05285467900102958,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01339,dnf,dnf/tiny_01339.trace,7cda1408071153b9abcbea16d6c5dc170c5f9a7619603f3f326f075289ce70d0,3,0,SAT,0,2,True,0.05093498699716292,SAT,0,2,SAT,0,2,True,SAT,0,2,True,False,False,False,False,False
tiny_01340,required,required/tiny_01340.trace,3d276d7cd609e5042d5860931fd717ca118e1d758b374a5d79b6abcb3e37ba0c,4,0,SAT,0,3,True,0.09332568800164154,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01341,no_dag_reuse,no_dag_reuse/tiny_01341.trace,b2615ca05cce778be4eb7f51c31616fe5873e5d92426686bf1423fad8228bb6d,4,0,SAT,0,3,True,0.11223218399754842,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01342,global_prop,global_prop/tiny_01342.trace,d53ef49747f6ced2acf745bfda10425aaf2d816ae5399e0be4a497d768baf23a,4,0,SAT,0,3,True,0.07016104899958009,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01343,repair,repair/tiny_01343.trace,0500caa6df40eb85bc2b1df2f32feaa400059d48c8ea05a418879cddf917b79b,4,0,SAT,0,3,True,0.22149100200113025,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01344,plain,plain/tiny_01344.trace,5435e1d11a05cdfff26ce540110266c52c3289a2008f47a897031dc3b98ce0b3,2,0,UNSAT,0,0,False,0.036946937998436624,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01345,nnf,nnf/tiny_01345.trace,03898954e4d36bf0a4b7bef5a9a48d6a00a64dc72203ae350691a63c33651202,2,0,UNSAT,0,0,False,0.039861168999777874,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01346,cnf,cnf/tiny_01346.trace,f36dcc27dbda4a59816f5223edaf379785f846754f552019a38b31574c57ff6e,3,1,SAT,0,3,True,0.12133347100098035,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01347,dnf,dnf/tiny_01347.trace,ae1e97efe0ebe48e1b12371d59544e603ff232b33dd3e08b87af816027767edc,3,1,SAT,0,3,True,0.1353430910021416,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01348,required,required/tiny_01348.trace,78ea0e9db3314bc46209ec2e6ce0d1aae3b6c8f127e1b5019152112026e7a328,2,0,UNSAT,0,0,False,0.043206316000578227,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01349,no_dag_reuse,no_dag_reuse/tiny_01349.trace,926e677ef5300564c3774dede4f74b9e76d35305d521940c9233347fa0933856,2,0,UNSAT,0,0,False,0.035759979000431485,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01350,global_prop,global_prop/tiny_01350.trace,4810bed2ec714b2c5ed9c8e112a529feb09ed94284f05d215a2aebea4a08e0a3,4,1,SAT,0,4,True,0.13618513199980953,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
tiny_01351,repair,repair/tiny_01351.trace,1341f11fc9de8474e0abbfe3a2fa3d58a258d394cc7febc391944a43425f75fc,2,0,UNSAT,0,0,False,0.08084238899755292,UNSAT,0,0,UNSAT,0,0,False,UNSAT,0,0,False,False,False,False,False,False
tiny_01352,plain,plain/tiny_01352.trace,42eaf6be096ff237c89439d940a2eb96b506d3e39201d5e78a276477f102f77c,2,0,SAT,0,1,True,0.02118990499729989,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01353,nnf,nnf/tiny_01353.trace,4b3913a825b769198329d4aa1d51fd01480a47f5073e221b4c3cc843cc92630c,2,0,SAT,0,1,True,0.022642652002105024,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01354,cnf,cnf/tiny_01354.trace,919473d878f3de5e359aba16f5501db1b8b51a451a2739e2d8c1d8cc18b69d7d,3,1,SAT,0,3,True,0.0997691680022399,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01355,dnf,dnf/tiny_01355.trace,791ca5f82c992927ecd051cea1e07ee8bd08daeb0c4a483774c84001450a90e8,3,1,SAT,0,3,True,0.1544224219978787,SAT,0,3,SAT,0,3,True,SAT,0,3,True,False,False,False,False,False
tiny_01356,required,required/tiny_01356.trace,a1e18418dfbac96ee3f0146adfc435df24695cd8b74bf4b677faa130d356c0ec,2,0,SAT,0,1,True,0.023092651001206832,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01357,no_dag_reuse,no_dag_reuse/tiny_01357.trace,0ee223e4b2870d25ad0ca21b4649decc4faca3d1fdf3c37d325b2f6593f019aa,2,0,SAT,0,1,True,0.022702188001858303,SAT,0,1,SAT,0,1,True,SAT,0,1,True,False,False,False,False,False
tiny_01358,global_prop,global_prop/tiny_01358.trace,3ee7c28a44c5e32a65f5ef538598deeb4a2a88d7ffcaeef3a77f6a6c5b54d410,4,1,SAT,0,4,True,0.11736270899928058,SAT,0,4,SAT,0,4,True,SAT,0,4,True,False,False,False,False,False
