batch,task,B,b,objectiveKind,category,atlasBStatus,macroStatus,atlasBObjectivePrimary,atlasBObjectiveSecondary,macroObjectivePrimary,macroObjectiveSecondary,atlasBWallSec,macroWallSec,atlasBVerification,macroVerification
b2,5to10Traces/0032.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.174753487001,180.2186060189997,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0033.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.4347068689999,180.44210334000127,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0034.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.1969066540005,180.2574698239987,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0035.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.43664863100093,180.30757711500019,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0036.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.22672139899987,180.20730142899993,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0037.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.3771681019998,180.33879543800003,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0038.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.25630393499978,180.2423243910016,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0039.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.35227841899996,180.39278693599954,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0040.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.31616292099898,180.31076510600042,IN_PROGRESS,IN_PROGRESS
b2,5to10Traces/0041.trace,10,2,MIN_EXPANDED_SIZE,neither,TIMEOUT,TIMEOUT,,,,,180.27322184500008,180.55730849800057,IN_PROGRESS,IN_PROGRESS
