batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,method,attempt,backendTotalClauses,emissionSec,error,modelBytes,modelSha256,parseSec,primaryVars,solverInvoked,status,translationSec,vars,wallSec
b2,moreDetailedTest/0054.trace,moreDetailedTest,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,81bbc8bda62f2d9f673309142da00247859a9f96330fcf68503fb50460439d4c,2,50,50,atlas-b,1,627171,0.4643862719999561,,21054,f81373a1805c0a3676874431120655b20c03253d6fb616a167fc936d8c4f1cc1,0.440276247,5081,False,TRANSLATED_ONLY,1.766075661000059,202667,2.2310298160000457
b2,moreDetailedTest/0054.trace,moreDetailedTest,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,81bbc8bda62f2d9f673309142da00247859a9f96330fcf68503fb50460439d4c,2,50,50,macro,1,396394,0.2140804579998985,,51207,3f655a40aa5f1c2b5398207fd11ac05e55b8360bc9522c9df68a683b28c37717,0.57438498,5536,False,TRANSLATED_ONLY,2.6170927720002055,201668,2.8316739219999363
b2,5to10Traces/0174.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,fe41503b69e91d4a017b84083fcd427a964966e8836a156bb0e7c99b89d4ed30,3,250,250,atlas-b,1,6284100,0.5144849790001444,,118288,d2622324b982e017ec07074f5d9db2d910504d479b3bb00a80839d1ab9e2ef5c,1.467691447,32679,False,TRANSLATED_ONLY,10.27890659600007,1961506,10.79405225000005
b2,5to10Traces/0174.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,fe41503b69e91d4a017b84083fcd427a964966e8836a156bb0e7c99b89d4ed30,3,250,250,macro,1,5493875,0.31427159899999424,,147916,133b713fdcc3ee3b55c832f2213372d67dccb5d96df0685005a03e0f60b2a7fd,3.004273744,51812,False,TRANSLATED_ONLY,21.693285326000023,2707869,22.00823632100014
b2,5to10Traces/0063.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,5,2ce63ff5e34cef24daee6a38e21f61b2a9b228d75356b8ec857a53c0be00c773,3,56,225,atlas-b,1,15364320,0.5144661580000047,,105524,0a86930a9a6ef0c5ccdddc3c5de9f39a116200849b592bdd66e5c4e0c3739c4d,1.178268281,50759,False,TRANSLATED_ONLY,24.500715219000085,4486923,25.01582157200005
b2,5to10Traces/0063.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,5,2ce63ff5e34cef24daee6a38e21f61b2a9b228d75356b8ec857a53c0be00c773,3,56,225,macro,1,6699329,0.4144042499999614,,185698,31f2c323e6b46f3c519effaf771c4c6bb3639a4ae95eb81b394eb98b21b72047,1.957303226,58595,False,TRANSLATED_ONLY,18.188709171000028,2866604,18.603772915000036
b2,moreDetailedTest/0057.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,9,4f2909eebc3b222544bb7be16127794983b5e97d2605d7fca77341a1f4f3d6ca,3,100,100,atlas-b,1,5838236,0.4644648440000765,,48689,a433cf245bf5ac06db671f3b4b8cea775fa956ad3d8651290e96f5d3ca4dedcd,0.738179258,17375,False,TRANSLATED_ONLY,7.72547061399996,1767532,8.19052927100006
b2,moreDetailedTest/0057.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,9,4f2909eebc3b222544bb7be16127794983b5e97d2605d7fca77341a1f4f3d6ca,3,100,100,macro,1,3917579,0.2641451639999559,,90049,5d58d02a8a68efdf46d925cc504ea58e9a8c7a7b4f954c794848c8ac406175e3,1.04688766,33425,False,TRANSLATED_ONLY,13.033411155000067,1841051,13.298197844000015
b2,moreDetailedTest/0097.trace,moreDetailedTest,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,358203429a0dda968d2aae24d6eedc1bfbb07c72f2684977777992dc1d1b1fb6,3,5,5,atlas-b,1,134355,0.4143413280000914,,4808,3ec5b97062df7aaf13cc48823e2e9ec09c3bd2efb49c7dd878049433d60916e1,0.195554841,829,False,TRANSLATED_ONLY,0.7648052819999975,42176,1.1797114339999553
b2,moreDetailedTest/0097.trace,moreDetailedTest,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,358203429a0dda968d2aae24d6eedc1bfbb07c72f2684977777992dc1d1b1fb6,3,5,5,macro,1,125618,0.21409337800014328,,30874,b638d161508f5493930db402ff7a3eda6e2b3142d39daa21f721129e8328aebd,0.429462787,1832,False,TRANSLATED_ONLY,1.415614916000095,60451,1.6303009379998912
