campaign,batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,method,attempt,backendTotalClauses,emissionSec,error,modelBytes,modelSha256,parseSec,primaryVars,solverInvoked,status,translationSec,vars,wallSec
remaining423,b2,5to10Traces/0125.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,43c3aa17eb255777403ee0c951142e46a4b2758997d2e1254ffeb9ce010ae2c1,4,1,175,macro,1,4309457,0.5645751779998136,,128577,de22c864a54134a903b5786a0dd28c8a2211102477401210fc5adba80b44f394,1.533131334,37411,False,TRANSLATED_ONLY,12.932077837000179,1831226,13.497321710000051
remaining423,b2,5to10Traces/0126.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,06b8f145441a4c53b4a1f07f068961f9d977fdc8ca1bae46737002179a95f00e,4,137,200,atlas-b,1,4609213,0.5145700429998215,,95641,c7515230f2a8de6f579b261c4b4a77d808517318e590dc561fd46e3558b3ea44,1.227570287,23805,False,TRANSLATED_ONLY,8.825633178999851,1428215,9.340858647000005
remaining423,b2,5to10Traces/0126.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,06b8f145441a4c53b4a1f07f068961f9d977fdc8ca1bae46737002179a95f00e,4,137,200,macro,1,3824142,0.4144107399999939,,133349,11d7b56ccf1e27ccc908b0c4695fa6ca3348b9152ae41f0cd647ea00c8ce8a92,1.751689172,35479,False,TRANSLATED_ONLY,14.73599779999995,1865128,15.151086845999998
remaining423,b2,5to10Traces/0127.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,38b148e43e53e0ba5fb58e99548c5349a8584426d82a0641034aee72f07c14dc,4,2,200,atlas-b,1,11843743,0.514463441000089,,94777,d0543aa94b8588d8137f71196440af2ee4d04adeb328739e0895b717c224d6f3,1.072026807,38595,False,TRANSLATED_ONLY,14.885626700000103,3452665,15.400719285999912
remaining423,b2,5to10Traces/0127.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,38b148e43e53e0ba5fb58e99548c5349a8584426d82a0641034aee72f07c14dc,4,2,200,macro,1,4865888,0.5145681040000909,,141799,48d1c88b08458749fc63bd71e4570f8d866d578351d2adf616ea057b767efe20,1.962379402,42913,False,TRANSLATED_ONLY,14.033820964000142,2081470,14.549077303999866
frozen200,b2,5to10Traces/0128.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,b5d6342146db3553a3dcf5758ec58215536115c1632db0303a0b7e62d038592a,4,163,225,atlas-b,1,5304470,0.5163843690006615,,109768,a2ed53e98618246c8270e07a4e92a4cb8ba2ae57211a238238d8efb2894f180c,1.403258859,27375,False,TRANSLATED_ONLY,8.582180766999954,1643639,9.101402872999643
frozen200,b2,5to10Traces/0128.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,b5d6342146db3553a3dcf5758ec58215536115c1632db0303a0b7e62d038592a,4,163,225,macro,1,4337789,0.3643993430005139,,145797,0039e2fbadaf7f8f0cd060ff9044f4abc595996cfac79bf833aa5224c54c61ac,2.024198647,40792,False,TRANSLATED_ONLY,14.736209812999732,2130066,15.101374575000591
remaining423,b2,5to10Traces/0129.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,9,c5e3de677a29cdb03406f7da996e01021bb5366f8583362622373c7513d2f3ca,4,1,225,atlas-b,1,27164117,0.5144745009997678,,105748,30813f65ad023d11f20b5f05c9a22366fb262553e4ab5f40774b160cefe2d163,1.248270114,52407,False,TRANSLATED_ONLY,40.270234426000115,7894987,40.78537424199976
remaining423,b2,5to10Traces/0129.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,9,c5e3de677a29cdb03406f7da996e01021bb5366f8583362622373c7513d2f3ca,4,1,225,macro,1,12142092,0.5646882360001655,,231539,6d4c0804e8ae61ceb933f34873f925c532f55d6ed2e8659138e81438b2a34d0f,2.335683681,76051,False,TRANSLATED_ONLY,37.47507218800001,5060077,38.04051942099977
remaining423,b2,5to10Traces/0130.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,7,7eeea4da9600647b4ca3c724512372bbb595ada3823a84b02f170fa928a4c6bf,4,173,250,atlas-b,1,9094264,0.5144708829998308,,119464,1fc2f9178acb157697d994b0e417ef26b2052a2092824b7eeeb4eac03ef96872,1.605019771,34153,False,TRANSLATED_ONLY,12.981940001000112,2773705,13.497054098999797
remaining423,b2,5to10Traces/0130.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,7,7eeea4da9600647b4ca3c724512372bbb595ada3823a84b02f170fa928a4c6bf,4,173,250,macro,1,7115342,0.41429333899986887,,156004,8ecc65ee2bffd81eed55217e5d8a7b4e9564f7668be8caf647cc05128e7a7382,2.161405822,61499,False,TRANSLATED_ONLY,24.548882810000123,3410135,24.963813433999803
remaining423,b2,5to10Traces/0131.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,c5c4a92ab8c6b7948f51749b2d9e2562d7f73ff62a72766c117bab32d44c8618,4,3,250,atlas-b,1,14830200,0.5145000620000246,,118082,6e3b77b868ec1771e69849d50130fa54f0484ed659a736179c91a05abba9be65,1.346951697,48285,False,TRANSLATED_ONLY,21.844181230999993,4323184,22.35935355799984
remaining423,b2,5to10Traces/0131.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,c5c4a92ab8c6b7948f51749b2d9e2562d7f73ff62a72766c117bab32d44c8618,4,3,250,macro,1,6065470,0.5646009929998854,,170630,47c93d192ff3fe0928d6042df4a2dca30880e49b72f9221e90f204ebe1234e08,1.838774752,53581,False,TRANSLATED_ONLY,18.740924295000013,2597543,19.306199844000048
remaining423,b2,5to10Traces/0132.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,b8f04080b403b525d4739677abc2261552d7e90a544a4b029ca6c415ea2d8b4f,2,5,5,atlas-b,1,65173,0.4143043389999548,,4354,3fdcfde7fd30edc70390a70ea2de59fc7887b471ed2109d842687306c3cc14cd,0.188311969,581,False,TRANSLATED_ONLY,0.714812289999827,21235,1.1296221010002228
remaining423,b2,5to10Traces/0132.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,b8f04080b403b525d4739677abc2261552d7e90a544a4b029ca6c415ea2d8b4f,2,5,5,macro,1,48240,0.21403902299971378,,24188,30f258abd2943977693d5872cd2e9420eb88ecc29d8ba97b4944473d198e2679,0.406443247,856,False,TRANSLATED_ONLY,1.015238348999901,24305,1.2297973149998143
remaining423,b2,5to10Traces/0134.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,b9a86b47eaf5db55f3666241002af9f574c3f021a944ea482f846dbf92122d19,2,25,25,atlas-b,1,314949,0.46438471900000877,,11770,387ddef15a7b8c38e6a51eec22e0c629990e41360ab9340017d1d2a357e3304f,0.250822677,2581,False,TRANSLATED_ONLY,1.1653630950002025,101871,1.630284286999995
remaining423,b2,5to10Traces/0134.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,b9a86b47eaf5db55f3666241002af9f574c3f021a944ea482f846dbf92122d19,2,25,25,macro,1,196656,0.2140513629999532,,40304,8bc0d91ae2fa15caae7854e61d28b1f3c0d88a8189f4cc7bcb9d106f648ace18,0.52954207,2858,False,TRANSLATED_ONLY,1.666234470000063,99369,1.8808271969999169
remaining423,b2,5to10Traces/0135.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,1b6cceba381c9c55c8430ee1ee6b4571c1253381b79984b3214b0df3c84af5ae,2,2,25,atlas-b,1,879958,0.5154049799998575,,10009,e2054ecf5d45a7847cdfed7f80ef45d4650fe4119a637f8961ae9f2aff4dd0e6,0.308347133,4131,False,TRANSLATED_ONLY,1.7670073419999426,256524,2.2854356910002025
remaining423,b2,5to10Traces/0135.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,1b6cceba381c9c55c8430ee1ee6b4571c1253381b79984b3214b0df3c84af5ae,2,2,25,macro,1,263378,0.2641404030000558,,48469,1dbec8f72d03a6c7616b3a86672620501d886eb0415759c38c8f61d7baea43f3,0.538968353,3690,False,TRANSLATED_ONLY,1.7165385470000274,113600,1.981292465000024
remaining423,b2,5to10Traces/0136.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,4862d0411c76482cbd08f868d034567e7f25612117230e55a8f33bc967d0257d,2,50,50,atlas-b,1,627172,0.4644559160001336,,21042,fbddda346df141cf14099a2dde6d586f4db4007cf8396be7cc70766b775658e7,0.449847588,5081,False,TRANSLATED_ONLY,1.7661572450001586,202668,2.2311606029998075
remaining423,b2,5to10Traces/0136.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,4862d0411c76482cbd08f868d034567e7f25612117230e55a8f33bc967d0257d,2,50,50,macro,1,390086,0.21409217400014313,,51809,712aaebcabb1fea165eb0c0ab62ebe56e1e5b39fe0fe48a2005357a2811e9320,0.720424556,5510,False,TRANSLATED_ONLY,2.4671932640003433,198650,2.681865531999847
remaining423,b2,5to10Traces/0137.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,06a4f0323c3063b2759ca99fa5e10bf8f6fc5fff6b9cf7ec7fcd745abafd1f3a,2,2,50,atlas-b,1,1692208,0.46446848300001875,,16909,331cc9a01b60c6e349d5377068260a7331eaa835f2c56d840417a7a82f8a81e2,0.384592899,7881,False,TRANSLATED_ONLY,2.668004392000057,493049,3.1330583069998283
remaining423,b2,5to10Traces/0137.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,06a4f0323c3063b2759ca99fa5e10bf8f6fc5fff6b9cf7ec7fcd745abafd1f3a,2,2,50,macro,1,495973,0.26416855900015435,,63609,4054288155d1b3cb953ac1d467f7c23f7d03ac7bb3d69ebcc2b45df24bf862ea,0.68698182,6758,False,TRANSLATED_ONLY,2.317100690999723,214382,2.581848753000031
remaining423,b2,5to10Traces/0138.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,09f0d6edaa326743df4626e398323c88e54ccc3996da89c4ac50e088a460f418,2,75,75,atlas-b,1,939395,0.4644973619997472,,30342,a3a43e2a2989e3fe284f148aa6efa2ccc5deadf1fc5aacd84d2d2e712c6e153f,0.521683361,7581,False,TRANSLATED_ONLY,2.417005237000012,303464,2.882082762000209
remaining423,b2,5to10Traces/0138.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,09f0d6edaa326743df4626e398323c88e54ccc3996da89c4ac50e088a460f418,2,75,75,macro,1,566135,0.2141711839999516,,58261,f9f4db53c90227d878858f7bc83f50bb23f61d922af3d4567f0001ccf6712d51,0.719785454,7967,False,TRANSLATED_ONLY,3.6691264790001696,289729,3.8838849659996413
remaining423,b2,5to10Traces/0139.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,bf7944e4c8fc98df28f2164a293c37173fe918ab58c61018526a048088c84fc7,2,3,75,atlas-b,1,2536946,0.46444470200003707,,24084,ca81f03cb43a1df9b5d94efbcfaa72b105f0eafbbedd850cb5308fed558aadc7,0.443776903,11781,False,TRANSLATED_ONLY,4.370825218999926,739034,4.835864813999706
remaining423,b2,5to10Traces/0139.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,bf7944e4c8fc98df28f2164a293c37173fe918ab58c61018526a048088c84fc7,2,3,75,macro,1,737038,0.26421382300031837,,83720,d709fc925c06fc279b10f95d491cccecfa48ce49bb01c06212afc313a7a69ac2,0.863680513,9930,False,TRANSLATED_ONLY,3.5183396249999532,318587,3.783181022000008
remaining423,b2,5to10Traces/0140.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,799116c644e6dcce5d5f7359b49af06ac7f6a7597b28ebc0af2447732535679d,2,100,100,atlas-b,1,1251608,0.4644267949997811,,39684,8904ba47594b6b6a91a075675afc21408985cbe1e2a0dd97b7138e41e31b17a5,0.552653803,10081,False,TRANSLATED_ONLY,4.069567616999848,404249,4.534610176999649
remaining423,b2,5to10Traces/0140.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,799116c644e6dcce5d5f7359b49af06ac7f6a7597b28ebc0af2447732535679d,2,100,100,macro,1,717266,0.2642809130002206,,64323,041bd7e08d0d002f949c50bc7b23cf4798cd681892ecb504bc51359825fdd506,0.905546381,9995,False,TRANSLATED_ONLY,4.020017873000143,368243,4.2849053099998855
remaining423,b2,5to10Traces/0141.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,eaaa14beeeee68786188f6926149a68b31cafde21a0dee43ee6800922b11834f,2,7,100,atlas-b,1,3479153,0.5144996569999876,,32084,eec11a35ca818797cc60471a3233c2ae887cdd38d035e4f4c119c57dc6af1f56,0.496838869,16131,False,TRANSLATED_ONLY,5.821667684999966,1013404,6.336726214000009
remaining423,b2,5to10Traces/0141.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,eaaa14beeeee68786188f6926149a68b31cafde21a0dee43ee6800922b11834f,2,7,100,macro,1,1028243,0.2641294469999593,,89341,3e0aa6e8dc6405d270dfc10ab91aedd46a6e26593190e0a90b315e920ac6a22f,0.907253732,13648,False,TRANSLATED_ONLY,3.968973598000048,444141,4.2336975199998506
remaining423,b2,5to10Traces/0142.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,436b64ca4da5bdacfc8950be816246e2cc610f8ec153de76d6de51765295127d,2,125,125,atlas-b,1,1563829,0.4646393079999598,,48950,3671ed15bceb697ad4904955ec08ef095e773b155fe4efa90efd63c923058b42,0.580662395,12581,False,TRANSLATED_ONLY,3.718779515000051,505048,4.1839910070000315
remaining423,b2,5to10Traces/0142.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,436b64ca4da5bdacfc8950be816246e2cc610f8ec153de76d6de51765295127d,2,125,125,macro,1,879363,0.26419746500005203,,69952,f65baa298b80ca555d63a0a7922ac9f1b160033e567e25f1153da290b2678139,1.215049478,12218,False,TRANSLATED_ONLY,4.670108861000017,449749,4.934929190000048
remaining423,b2,5to10Traces/0143.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,23f66a69bf200e03b6a5fe7fe0c81ab0b5dded3605a6a4f86290dba127b209a0,2,5,125,atlas-b,1,4226425,0.4645087830003831,,38459,ba73cc2a4c3158ea3775c8a2ca29ce06f279916db7552aa7ca0fe169a553afde,0.564612407,19581,False,TRANSLATED_ONLY,5.070423019999907,1231007,5.5355027969999355
remaining423,b2,5to10Traces/0143.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,23f66a69bf200e03b6a5fe7fe0c81ab0b5dded3605a6a4f86290dba127b209a0,2,5,125,macro,1,1263635,0.3141967139999906,,91408,becbd5a471c5dd158b4d2fb600b514724575b0ccc0dab626f8c14b14e18d7490,1.08690555,16547,False,TRANSLATED_ONLY,4.419875478999984,542178,4.734696208000059
remaining423,b2,5to10Traces/0144.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,604fd17a18204fd9bec122e669ecccc314f471b58a39ccb29b6af9a238ff456e,2,150,150,atlas-b,1,1876045,0.5145409090000612,,58258,a71bf05cdd9c2217a76c82121adeb25bd767110c40526f879b0f17ffef79cdb3,0.753118323,15081,False,TRANSLATED_ONLY,4.3198317509998105,605836,4.834964434000085
remaining423,b2,5to10Traces/0144.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,604fd17a18204fd9bec122e669ecccc314f471b58a39ccb29b6af9a238ff456e,2,150,150,macro,1,1033539,0.2641643549998207,,74526,71bcad65117de684aeeaa8ca4a3e41d7ab5f88e3a9519173c8672f0d44ad5eb4,0.950851565,14038,False,TRANSLATED_ONLY,4.46987867200005,524399,4.734642559999884
remaining423,b2,5to10Traces/0145.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,f0e2bde72ac3567604f09ae166019f0a2ce10cece29e4ed24dad2092598bc0f6,2,4,150,atlas-b,1,5006186,0.4644591930000388,,45109,1bc36640c3151bfd9bdc43e4133735b33b51142d169b7fbe9201a211fd8ac02c,0.632084846,23181,False,TRANSLATED_ONLY,8.57646879999993,1458071,9.041522396000346
remaining423,b2,5to10Traces/0145.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,f0e2bde72ac3567604f09ae166019f0a2ce10cece29e4ed24dad2092598bc0f6,2,4,150,macro,1,1467003,0.26444864799987045,,100934,3fdee51ee37a87efb3753aea14145a2075dc04191abcea63a6a62226171f70ba,1.075815219,19498,False,TRANSLATED_ONLY,5.0217212510001445,634174,5.286861004999992
remaining423,b2,5to10Traces/0146.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,93a3bb585734055b11004058e88a658f78a400e8ea2036c5ddff5db42549bd0f,2,175,175,atlas-b,1,2188267,0.4643547440000475,,67594,063ef09b4569a1d42bfc7d245abe1804351505a4afa78731b14b25aab2e82d24,0.831498762,17581,False,TRANSLATED_ONLY,4.670169866999913,706637,5.135155804000078
remaining423,b2,5to10Traces/0146.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,93a3bb585734055b11004058e88a658f78a400e8ea2036c5ddff5db42549bd0f,2,175,175,macro,1,1123557,0.26414084899988666,,78972,fadedadb50dd7d4e40733ed04b8180626357619f57a94205b8c14caaa67f52bd,1.075586028,15507,False,TRANSLATED_ONLY,5.972086420999858,575168,6.236847964999924
remaining423,b2,5to10Traces/0147.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,d01635d37957b69b76d355d254efc5f4394e536dfecdfe9d75264b441c802a5d,2,12,175,atlas-b,1,6078348,0.464408917000128,,54236,fe5e3e8643f828f02191453c25d0ffd8ea8f8a017da98815a9bce8cb79a1167c,0.741339541,28131,False,TRANSLATED_ONLY,11.229737732000103,1770284,11.694738724000217
remaining423,b2,5to10Traces/0147.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,d01635d37957b69b76d355d254efc5f4394e536dfecdfe9d75264b441c802a5d,2,12,175,macro,1,1749643,0.26440490499999214,,122680,308a992e1eaa8b86c2cbde31639c38b17df4c3602247980aa8bc015745608677,1.433460478,23515,False,TRANSLATED_ONLY,6.278553620999901,761425,6.543687362000128
remaining423,b2,5to10Traces/0148.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,c7d77813a74ca26f649eb0561259f3a5cad1014bd795b1fa361c58c242ab03fb,2,200,200,atlas-b,1,2500476,0.5145109820000471,,76990,4a6099bcdc2c90784c176c0cd5cf185cde438e7a6da0de4a7f4553fd653cd4d4,0.883779989,20081,False,TRANSLATED_ONLY,6.823383908000324,807414,7.338526165000076
remaining423,b2,5to10Traces/0148.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,c7d77813a74ca26f649eb0561259f3a5cad1014bd795b1fa361c58c242ab03fb,2,200,200,macro,1,1299065,0.26419769199992515,,84630,eb5ac9c2b5f899b357fe731e451534271481735ade806b3993dcd93b2b22d25a,1.108492155,17834,False,TRANSLATED_ONLY,5.521193404000314,661153,5.785981790000278
remaining423,b2,5to10Traces/0149.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,dc750485e1b246b59418d8b42c562354e1f671c984191df12f963494e8079044,2,11,200,atlas-b,1,6858109,0.46454191799966793,,60885,db42d36fa3ce28df4257033194cabe4c7a91af0c6303ac85cf4c261475353eca,0.849276822,31731,False,TRANSLATED_ONLY,10.877772516999812,1997348,11.342941809999957
remaining423,b2,5to10Traces/0149.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,dc750485e1b246b59418d8b42c562354e1f671c984191df12f963494e8079044,2,11,200,macro,1,2031234,0.31424707699989085,,117248,109aae24ddb916b83d21139271eb3f3de24ef3ae3632d10a72ebdc2d782d22b2,1.300710437,26674,False,TRANSLATED_ONLY,6.572690461000093,874881,6.8875775129999965
remaining423,b2,5to10Traces/0150.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,8e09912a622de8882f0f7db7d6babe6c3bb7c6ba055a3a40a1665e45b82599ed,2,225,225,atlas-b,1,2812702,0.4644030810000004,,86336,e5054813ef778d9de69e550caeb99cc6b9408e87952a7ebe91df3e4145f02842,1.156643851,22581,False,TRANSLATED_ONLY,6.372996162999698,908215,6.838024198000312
remaining423,b2,5to10Traces/0150.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,8e09912a622de8882f0f7db7d6babe6c3bb7c6ba055a3a40a1665e45b82599ed,2,225,225,macro,1,1435812,0.2641699709997738,,89108,fddb4c610c28231c658245b92197ebb4869bbc9f265f73ac1f61fdc1f250a6ed,1.155440593,19537,False,TRANSLATED_ONLY,5.621530750000147,730215,5.8863305960003345
remaining423,b2,5to10Traces/0151.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,e98a99d67e1970c2d431177825de7a20ffb2543cbaf9ddff8358954141101c52,2,13,225,atlas-b,1,7735337,0.5159889530000328,,68362,6923c6fca37b1ebbbf53584ccc258bf48eb4349ef7c562bc2e22fa5e0beaa58e,0.828380549,35781,False,TRANSLATED_ONLY,11.27897136599995,2252795,11.796692358999962
remaining423,b2,5to10Traces/0151.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,e98a99d67e1970c2d431177825de7a20ffb2543cbaf9ddff8358954141101c52,2,13,225,macro,1,2267176,0.3142936599999757,,122588,95fcb8332b5441457f91b1a072a2d57f73046a9d2857dea2a021be393af0a272,1.394745864,29924,False,TRANSLATED_ONLY,8.027118812000026,976811,8.342076677000023
remaining423,b2,5to10Traces/0152.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,48bc0b6afc1d05a106c6a545b028f53d2841adbaf2761ee1d25653821ac6020d,2,250,250,atlas-b,1,3124932,0.5145291130002079,,95648,b589589e9398c3f883706a02d04e18c7a678bf7332bc71ce38a8fe6d1ca30bb0,1.147214533,25081,False,TRANSLATED_ONLY,8.274626565999824,1009017,8.789805592999983
remaining423,b2,5to10Traces/0152.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,48bc0b6afc1d05a106c6a545b028f53d2841adbaf2761ee1d25653821ac6020d,2,250,250,macro,1,1560501,0.2641509310001311,,94437,865472327be1e1d93c603b7d68b649cc215bca6a1642ac5d578ede5716d074f8,1.75520427,21370,False,TRANSLATED_ONLY,7.072866960000283,795776,7.337655785000152
remaining423,b2,5to10Traces/0153.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,9f4bd41aab16e2e41288202c56344218a42573d8ee800a22c6623b29e76448e1,2,11,250,atlas-b,1,8482608,0.5144269370000529,,74735,175245eeaceeecb1fe3b2627a24e090cf30b69c71c9b09d0a41a0595d7a8264f,1.010174793,39231,False,TRANSLATED_ONLY,13.68305109400012,2470397,14.198114355000143
remaining423,b2,5to10Traces/0153.trace,5to10Traces,plain,3,2,0,3,1,MIN_EXPANDED_SIZE,,3,9f4bd41aab16e2e41288202c56344218a42573d8ee800a22c6623b29e76448e1,2,11,250,macro,1,2453262,0.31428123000000596,,136793,4eb708a03246c87df28156ec617692d9383788bd55bc69fedeb854660d0dece0,2.22600212,32862,False,TRANSLATED_ONLY,8.074898844000018,1066592,8.389867808999952
frozen200,b2,5to10Traces/0154.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,86ea5d1e67f32593afcf9ca718f0f15de0bdeb895fea6b059c15320ab4bf0ee9,3,5,5,atlas-b,1,134355,0.41459933900023316,,4808,e873dfb9fe383e4c4f7b6cfd89a0c0746d4383487aee44f81b939b7f0211ea68,0.192653296,829,False,TRANSLATED_ONLY,0.7652097239997602,42176,1.1804063079998741
frozen200,b2,5to10Traces/0154.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,86ea5d1e67f32593afcf9ca718f0f15de0bdeb895fea6b059c15320ab4bf0ee9,3,5,5,macro,1,124230,0.21412890700048592,,27146,9a7bdbc5a19b328eb714c9e346680f9bf6d9aabfec1f7ea4c2e7b03f481c1eee,0.4154751,1853,False,TRANSLATED_ONLY,1.415859602000637,60445,1.6306126139998014
remaining423,b2,5to10Traces/0155.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,cac4f35d45dd50acfc42000fba2cc7c8316cd1b38aba1dacf04663c1fffed8cb,3,5,5,atlas-b,1,555305,0.4145254930001556,,6223,6233a69a57961278307eedfb51397638611a62263d2408ecd116112d22245aea,0.234512528,1979,False,TRANSLATED_ONLY,1.1654504069999803,162576,1.580540633000055
remaining423,b2,5to10Traces/0155.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,cac4f35d45dd50acfc42000fba2cc7c8316cd1b38aba1dacf04663c1fffed8cb,3,5,5,macro,1,253845,0.26417253700014953,,46938,7ed6bbb34be8511d376b19189a4586df90bffe7bc87c68342d8ddca9cd0b58ae,0.53212173,2924,False,TRANSLATED_ONLY,2.01683454099998,109238,2.2816396620000887
remaining423,b2,5to10Traces/0156.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,22793e02187ed3410cdf3eab2afe065fe084e6adab1ab091856f7d442b6526d8,3,25,25,atlas-b,1,636375,0.4644006809999155,,14038,d9e93e5d346733b110b6a39bf8187d32857b46b514eea96f7c2100465e4b03f5,0.341476953,3429,False,TRANSLATED_ONLY,1.565923444999953,198856,2.030929439999909
remaining423,b2,5to10Traces/0156.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,22793e02187ed3410cdf3eab2afe065fe084e6adab1ab091856f7d442b6526d8,3,25,25,macro,1,570689,0.21411133099991275,,49234,46cd0b05593e0e99a149ddf08364b964ab001e8c2214312667640e270c466321,0.570633822,5885,False,TRANSLATED_ONLY,3.0677902349998476,278238,3.282482080000136
remaining423,b2,5to10Traces/0157.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,588f3e17285d00e0ef25a984d20cb2c7311b5f83e1a7b7cfd03f0d91845196cb,3,25,25,atlas-b,1,2741125,0.4644119770000543,,20853,cde7a2690ca4f93cb3c0db4d9a6f29a0302758506779d377c0e87da664eb2b58,0.449822212,9179,False,TRANSLATED_ONLY,4.369685640999705,800856,4.834680892000051
remaining423,b2,5to10Traces/0157.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,588f3e17285d00e0ef25a984d20cb2c7311b5f83e1a7b7cfd03f0d91845196cb,3,25,25,macro,1,1162940,0.2641649289998895,,82558,b030f0799e1c788641ef0e75febd37dd58bcf4c255e9a86db392e633018b041b,0.687056031,11177,False,TRANSLATED_ONLY,4.169802379999965,501791,4.4346171249999315
