batch,task,family,inputSha256,B,b,p,K,C_K,numAP,positiveTraces,negativeTraces,minTraceLength,maxTraceLength,meanTraceLength,constraintFeatures,objectiveKind,isRepair,qStates,fiberCatalogSize,unquotientedFiberCount,encodedFiberCount,selectedFiberCount,meanRepresentativeLength,maxRepresentativeLength,activeAnchors,activeMacroEdges,atlasPrimaryVars,macroPrimaryVars,atlasVars,macroVars,C_V,atlasTotalClauses,macroTotalClauses,C_C,atlasHardClauses,atlasSoftClauses,macroHardClauses,macroSoftClauses,atlasModelBytes,macroModelBytes,C_ModelBytes,atlasModelCount,macroModelCount,atlasMetricStatus,macroMetricStatus,atlasMetricSource,macroMetricSource,atlasRq2Attempts,macroRq2Attempts,atlasE4Status,macroE4Status,atlasE4WallSec,macroE4WallSec,atlasModelSha256,macroModelSha256
b2,5to10Traces/0093.trace,5to10Traces,1f7a3bfe898eeb704830223ce1a03d66aa0a1819d554c73d9249e9e11f5f6416,3,2,0,3,1.0,2,50,3,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,8031,4656,502510,92814,5.414161656646627,1724650,205776,8.381200917502527,,,,,17184,46336,0.3708563535911602,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,4.733798696999656,2.401995338999768,c8e5d6a29b490d9e5c7733c2bf85cacbcb7e5716d8a83f0f61522b612f88475a,dccc4a8d00ddeb54f9f7f96a813e60545fcd976e713520f7365c7ba083dc827b
b2,5to10Traces/0094.trace,5to10Traces,cf035066127ad327132c81cc964e05ab03813f8cd80476dd27099088393ab63a,3,2,0,3,1.0,2,75,75,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,7581,5223,303457,120521,2.5178765526339806,939386,227556,4.128153070013535,,,,,30316,42036,0.7211913597868493,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,3.7817514330000677,2.960348018001241,25d5a17e262dad093978e658b348c18a34f65ae9f2332bfa00a4f4f816a51e82,e17cb305ed564b8a67c91ed02476980c13e7facc6de3934668a44f8099101c20
b2,5to10Traces/0095.trace,5to10Traces,969646a38bc6bc704a38a19c2bc089befbedff76da85252b4f0454cf7ca53f0e,3,2,0,3,1.0,2,75,6,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,12231,7104,767418,141388,5.427744928848275,2634345,311248,8.463813422094278,,,,,24909,56624,0.43990180842045773,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,9.335372106999785,3.1797265680002056,db46a02e6c473f5839952057db9d723ef9d6519a0db9658e1d8f9afae6e0a272,d3a4180f4cdcdae7fe66c73ae8f9f7a6067792438cba9deb17255e95547262cb
b2,5to10Traces/0096.trace,5to10Traces,9e8986cbce62921405456d7978fa1091f428c3cedf59d10e01cb987e4c6c4ee6,3,2,0,3,1.0,2,100,100,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,10081,6762,404255,157427,2.5678886086884716,1251611,297295,4.209996804520762,,,,,39674,49507,0.801381622800816,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,4.504125219000343,3.609374875999947,ee1dd90574285c2d8faec027760c140503b6e3b95394424335524b4e5e3910bd,d71037c79c1e36bd8a2fbea54e838d61e753e5e37bf9669fc7c3ea9bfb218aea
b2,5to10Traces/0097.trace,5to10Traces,36c74123004bf554286ebf3fbf6e0f9b4505302bf15f0fdee14eef2158b9c364,3,2,0,3,1.0,2,100,4,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,15681,9075,985021,181517,5.42660467063691,3381590,401909,8.41382004384077,,,,,31259,64146,0.48731019860942226,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,9.566422734998923,3.570265490001475,9c85700eea0c42c300ad1f801dbe329501e794d0d5feb822a5dd94fb5f0dee9f,d4b58ec5c69f4ff86fe33533238847723c4e8ea0cb8154072cbf11690157f3c1
b2,5to10Traces/0098.trace,5to10Traces,ce337958f9cb1506bf6ebe597c8c3e73ec58f29c61a50599552376d2a26a0dec,3,2,0,3,1.0,2,125,125,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,12581,8274,505053,192043,2.6298953880120597,1563834,365599,4.277456995232481,,,,,49024,54711,0.8960538100199229,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,6.208065143000113,3.768558715000836,14047b0ba815c8e3af967d43adf73d46ac474599f9aeb017d74407509a42daaf,5ee9539023c43397e0e6cabc702062fac7801b616798be06494a845e8f8263f6
b2,5to10Traces/0099.trace,5to10Traces,c152a3542a2cfa8f0a9b44f8c2b462f744c64c750d256d066eec5363f634e9e4,3,2,0,3,1.0,2,125,7,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,19881,11523,1249929,230391,5.425250986366655,4291285,509751,8.41839447102605,,,,,39009,69797,0.5588922159978222,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,11.661113596999712,4.266004777000489,c4289cd18cae9b228d60564f25705bd3f573d2a17d210012b9b03882d18d28ad,b68f0d65b2a5d4902e84f89fff0c67334f1a3b7b134d0ce409796bb88adfa8ee
b2,5to10Traces/0100.trace,5to10Traces,b385b1b83e1ba702a7e5529e05d998e662379fac0cb8e524ec316b8c70f44830,3,2,0,3,1.0,2,150,150,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,15081,9453,605839,219353,2.761936239759657,1876048,417598,4.492473622957965,,,,,58284,59157,0.9852426593640651,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,6.808529966000151,4.119439955000416,ec59e24a1c88a0211c565bf11db609bcfad3b81b465d4baf9cc7d207a18ee870,2c391a199169b61aac4904f367a64ee05a5dafa8ed3fad1c5fa5a98f665e314f
b2,5to10Traces/0101.trace,5to10Traces,372b9838d8266f416e41aa875ecca19abe8623178268fe6bc729bd22a9fc7775,3,2,0,3,1.0,2,150,10,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,24081,13872,1514837,278472,5.439818006837312,5200980,617712,8.419749009247028,,,,,46759,78149,0.5983313925961945,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,12.438389658999768,4.766937372998655,18cb687ba6b03b892b47a61bef2971d78a2d89d8739236f10cd5f956af60c015,84e17e809eea782579c0b1638876e2d0e10d357789bd5204bb0e59c502789901
b2,5to10Traces/0102.trace,5to10Traces,b780914745d7bbc088f58293ac0eb364e8086bfbccba6fd53d071b9a4fdadc02,3,2,0,3,1.0,2,175,175,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,17581,10938,706643,254622,2.775262938787693,2188278,483373,4.527100189708569,,,,,67670,64784,1.044548036552235,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,8.810729520000677,6.428128903000015,246cd903151a3e09d5006389560639671360bed2ab406a05f692d7517241e7e1,fce0faf58612eafea3b6f7368f026dfe9e467945322ae3226115e01ddda18aad
b2,5to10Traces/0103.trace,5to10Traces,e1a3034eb29a3ce2cdc0011b004fc8cfe908ae000a29283ae55944c0b36bcd9b,3,2,0,3,1.0,2,175,7,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,27381,15897,1722979,318079,5.416827266182301,5915735,702763,8.417823647517015,,,,,52859,79098,0.6682722698424739,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,16.90764774499985,5.366930524999589,5eff0db7edc9588d70b95accf2e3302031ecb2f594887fe6f308dbf990f630ef,93dc64bdfd0707051d5977d69f6fe9bd7b0045a8f0ee82044722370f68cd12e2
b2,5to10Traces/0104.trace,5to10Traces,3ee39a99cc109097f05b7991cc51b4e4a6db2c271cb9d6598152d17238349cb1,3,2,0,3,1.0,2,200,200,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,20081,11901,807432,276981,2.9151169213772787,2500489,526696,4.747499506356608,,,,,77004,68336,1.126843830484664,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,9.707048043999748,4.828492632999996,17a9acf541151cb810d330dedf6026116d7d2e332e21dd13e68a13e0d0844c04,5b0d0cb7e4e5b95e86824872db93edb9b9072359cfa54bf36fb5761e3ee2cabe
b2,5to10Traces/0105.trace,5to10Traces,abb42f8c7226c387421d21d7148df6ff92155bea62f30a15fd0dd6e191c5b81b,3,2,0,3,1.0,2,200,10,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,31581,18381,1987887,368213,5.398742032464905,6825430,814739,8.37744357395436,,,,,60609,87283,0.6943963887584066,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,16.519396342999244,5.200390908001282,715d93a59d0c9f7ceb0a8a000bbdd9ad6e44dbf1b4b3e60aca081877ae03b2f4,465d352393125b0a5a815fa09a855f8462bcb0cf25a7e588acbcf86648b2b2ca
b2,5to10Traces/0106.trace,5to10Traces,9593852e462db7fcb6ebe1f947471ac2acb167a391edb99c28d7ea92ee701ef3,3,2,0,3,1.0,2,225,225,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,22581,13314,908233,309699,2.9326313614186676,2812717,588747,4.777462984949392,,,,,86384,73332,1.177985054273714,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,10.254189063000013,5.3251882450003905,9879f9c6d4a21f9033d69bb933b21912f39bf0d1df17b4e5b075de1b4c50c509,e9a1bfea90feefac964301267f5f7ed53c489d2f0b4170e8645f9fca02e9f469
b2,5to10Traces/0107.trace,5to10Traces,178d6d3d64ff35e0e1ff913cca0c8d0a07ce0195a3712dfbfad369cdd25dcdec,3,2,0,3,1.0,2,225,8,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,35031,20298,2205490,406886,5.420412597140231,7572675,897590,8.436674873828808,,,,,66984,95008,0.7050353654429101,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,20.72822625500021,5.442185600999437,6b7525e3ff84e4eac56370e26a880b74d32c42fbeef21e9bb7e695def8f47256,2107b63c551ce8b9ee56f8ee045d2e87f191cf98a08df68a725d97e849bc6ef8
b2,5to10Traces/0108.trace,5to10Traces,f696ac90e9140a1845d027e5579384548ee806f1e2495d49bdfd806b44ea86e3,3,2,0,3,1.0,2,250,250,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,25081,14457,1009013,335774,3.0050361254891684,3124933,638904,4.891083793496363,,,,,95690,77774,1.2303597603312162,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,10.828915084999608,5.569829545000175,d2417e106cbaed5c3ad49f50dae4ee3ad98294308a2f88ee328278971514deaa,df507a9c9cc7747bfcb4ccde85a5fc4723b41da684675439ee2c52931a4767c4
b2,5to10Traces/0109.trace,5to10Traces,aeb5a317c4e0a898dcbeb6bed86b860c48c88f68e233287d49df9e3de9c62e3e,3,2,0,3,1.0,2,250,17,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,40131,23241,2527164,467991,5.400026923594685,8677310,1043415,8.316259589904305,,,,,76391,107301,0.7119318552483201,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,23.372286902999804,7.111776201000794,8e3dc252411220c3446af07f4619ecbcc6921f85123925f57e745b1dc113f5d6,8488a2d02a459bb70a5ba192fcff179347436e7dbc01d38bcb464fc4c0cd8115
b2,5to10Traces/0110.trace,5to10Traces,e1f66e56770e41f59288cd527b24b9791a8b7cf4ccfdd90634bdb644cdaa5f38,67,2,0,8,8.375,4,4,5,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,5,1,1.0,1,1,1,1133,511,81166,10165,7.984849975405805,267916,19703,13.597726234583567,,,,,4988,11629,0.428927680798005,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,1.7049760659997446,1.1354238660005649,e7f801456c8bf9ea543cbc4710fc1bc4b2aff412d8388c6094bee92820033bab,39313b3219834a51a89701e8b83ac9d52a5c0daefa23c7e19ca193a9d54ab104
b2,5to10Traces/0112.trace,5to10Traces,091a04c7c5936ecbfa22c19ce53f1f45fe5914a8b4c437064960db8fdbc56c7d,67,2,0,8,8.375,4,14,25,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,5,1,1.0,1,1,1,3683,1825,317416,41153,7.713070736033825,1047426,79711,13.140294313206459,,,,,13257,24687,0.5370032810791104,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,3.8069317689987656,2.080859159001193,552a169bbb221a21824e5a0db7df135e856a31ee8b7355a070af2e7e1a33c54c,e33529aa17b54c0507598cb2980892bc14ab46d2f9318277816a56399a7bf7bb
b2,5to10Traces/0114.trace,5to10Traces,5be77e06b023af1250463756bf06f6c5db3c04a372a3f491f29ab97e931bf38a,67,2,0,8,8.375,4,37,50,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,7763,15955,695416,838817,0.8290437604388085,2294635,1787151,1.2839625750706012,,,,,26505,62222,0.4259747356240558,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.12923738100017,180.14163433700014,5aa290ea264102280c63dd446ffa8a12acc782482637b767771d4222e9c0e162,37e812a0f23aafa7b611b23706a932a324c94e9f2baa506aa822ed415a002a79
b2,5to10Traces/0116.trace,5to10Traces,04648b1607ab764a7a9a2bd046edfeacf74a58b108d36b72db4e30d627a9c954,67,2,0,8,8.375,4,57,75,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,11588,23116,1049791,1247938,0.841220477299353,3463895,2647884,1.3081747538789463,,,,,38925,80718,0.4822344458485096,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.15287411200006,180.13897709499997,552fce1da50042432661a6aaa4b1bae65a59365c9b6297ba9ea3312afbe5c24b,80b40839a8354b092c9be93d529812daa0ebf676473124362d864002a3e9b3d5
b2,5to10Traces/0117.trace,5to10Traces,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,67,2,0,8,8.375,4,1,75,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,46,2,0.3333333333333333,1,3,3,17088,26851,2272430,1645772,1.3807684174964698,7809166,3916047,1.9941451162358368,,,,,37223,122877,0.30292894520536795,1,1,TRANSLATED_ONLY,REUSED_E4,TRANSLATE_ONLY,E4_REUSED,1,0,TIMEOUT,SAT,180.21010490699882,42.27589666200015,3924454007682c9438eb4e4bff97c5f7f6b67bd479457ec1e0880ebf8faa21b6,7a9bfbea620548a98a2916f1d4ce9c6d4573b4a9ee8caed46aaffda9c2a640c5
b2,5to10Traces/0118.trace,5to10Traces,7a61766dc359d3151e0d4e1ee04e9405401715c35b35d6cf874a6f7e3a076354,67,2,0,8,8.375,4,63,100,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,14223,28099,1293916,1529827,0.8457923673722584,4269393,3241617,1.3170565800956744,,,,,47481,85086,0.558035399478175,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.1413509949998,180.15703423600007,9d2e2d5de22d498a13ed0f9f6a7aa926c4b7e307acd3fe55529b18d49aa95197,7770d6dfe1600641c4dde631eb01d005bf0850c268525dfe6c26dfb59a6b0f41
b2,5to10Traces/0119.trace,5to10Traces,ef685ef6eb2164beed9d2227784f11e537a9265388d76c9bed067e1b32573d25,67,2,0,8,8.375,4,1,100,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,5,1,1.0,1,1,1,22588,9160,3016555,184370,16.36141997071107,10366766,412780,25.114506516788605,,,,,48623,59960,0.810923949299533,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,21.343372348999765,3.6436876200004917,6c1a8f66d9f3f59e73fd3f66175ac9377ec4ddb11efc8553b00d594b227f3e12,d97cb5d1c908cd5023ecf4a4d843d0f717abff5eaee5eb63994285a97f0a80ac
b2,5to10Traces/0120.trace,5to10Traces,e8f11d243d801f3d266cdee6419fd70266e2f09691110c367022d4a00a6198cb,67,2,0,8,8.375,4,69,125,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,5,1,1.0,1,1,1,16858,8701,1538041,202201,7.606495516837207,5074891,389731,13.021522537339857,,,,,56062,65594,0.8546818306552428,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,12.88123758799884,4.128732900000614,1fe1f6cf6b3ded50f1a63b385250793efeb85011ebf291608aa9168cc8f4bf43,bf61b4640427c6b2d57230705c4e1f4911c9f2c3fe4aeabcdd318ab255a6e430
b2,5to10Traces/0121.trace,5to10Traces,e45333bddeaa1e9ab771c42877b7697ed4fdd5374692a194e80178ce15b63daf,67,2,0,8,8.375,4,2,125,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,5,1,1.0,1,1,1,28308,11482,3790446,230770,16.425211249295835,13026670,515010,25.29401370847168,,,,,60503,68013,0.8895799332480555,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,32.14558755300095,4.606575863999751,0adec154195845c3889b8013cd1b1442281109ad485d826de6861d9bf9dac7bf,d271ca9ada9e56cd0151c6976a07659a833c942b055472aea56670a944bc14ce
b2,5to10Traces/0122.trace,5to10Traces,897a5ba441da1c6902f1cdc93cee4464c6082662af684976e07981c9a6b917d3,67,2,0,8,8.375,4,108,150,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,22298,43444,2042041,2395172,0.8525654942526049,6737828,5050690,1.3340410914152323,,,,,73759,114634,0.6434303958685905,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.1765166210007,180.2351314080006,27d24f2e3f0298599354d1989cc74132b1457acf227c6b89573d724dba336e81,46afb3977209c5208831d666086faae876aa32762dc8c6348e946150ead065cc
b2,5to10Traces/0124.trace,5to10Traces,55ab5b41efbf8296ff4d2cbe513f62334719832cba180ff0c7ad5be330854371,67,2,0,8,8.375,4,104,175,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,24083,46909,2207416,2616355,0.8436989628700998,7283496,5559253,1.3101573178986456,,,,,79576,117144,0.6793006897493683,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.19189928700007,180.2164103260002,f5edfae603547120883ed4478dc1b7f88a7d2d345bb883059fc8c69005e3b89b,91c02dba731adf83d02b2115bb19a4620fa4dbc5ac53c6d5b95cab5a83abfaac
b2,5to10Traces/0125.trace,5to10Traces,43c3aa17eb255777403ee0c951142e46a4b2758997d2e1254ffeb9ce010ae2c1,67,2,0,8,8.375,4,1,175,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,5,1,1.0,1,1,1,39088,15793,5248930,319575,16.424720331690526,18039566,720589,25.034473187906006,,,,,82898,84322,0.9831123550200422,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,44.88109988399992,5.556245570000101,0e034420f68098b653b30390e3fa6bb38c9131d72bd5c33033af4995c358ddec,f24d10ed050f93fcd4680635570840d2eda8c5b5498549b6769704be1ab6d0dd
b2,5to10Traces/0126.trace,5to10Traces,06b8f145441a4c53b4a1f07f068961f9d977fdc8ca1bae46737002179a95f00e,67,2,0,8,8.375,4,137,200,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,29013,56182,2664166,3158468,0.8434994434010412,8790535,6725046,1.3071338099397387,,,,,95642,138235,0.6918797699569573,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.230481778,180.28455729300003,8321faa7316475ede374b29b8b5b96a56c936f77e2b1c2501299fae0bf2e87c1,0ce2c7c99fb9ca799caa890006eb575cc9cef52c3f209a62776677fd0815cd65
b2,5to10Traces/0127.trace,5to10Traces,38b148e43e53e0ba5fb58e99548c5349a8584426d82a0641034aee72f07c14dc,67,2,0,8,8.375,4,2,200,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,5,1,1.0,1,1,1,44808,18151,6022821,366685,16.425054201835362,20699470,821325,25.202532493227405,,,,,94778,94905,0.9986618197144513,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,51.82910946499942,5.510879740000746,0b6e756d68f4ebcfac7ab0af209f793d9ec857928f3d479e30efae5ef6c745be,e332e9862ba16cf54fcb81e2aefaba2a60d1809c32218928cb6a11089ce6a0c2
b2,5to10Traces/0128.trace,5to10Traces,b5d6342146db3553a3dcf5758ec58215536115c1632db0303a0b7e62d038592a,67,2,0,8,8.375,4,163,225,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,33348,64531,3065791,3608331,0.849642396997393,10115693,7633793,1.3251201597947442,,,,,109769,150675,0.7285150157624025,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.31734446500013,180.2520503070009,a5f2d815023a2b3950ad7f0d706feffa4cdd2e66f11a8a4fe47f56511c375f0b,98e7742361d5f67e022c7f5ccf121c480085b4c22ebb5a2c6c6142b4fbfe0bff
b2,5to10Traces/0129.trace,5to10Traces,c5e3de677a29cdb03406f7da996e01021bb5366f8583362622373c7513d2f3ca,67,2,0,8,8.375,4,1,225,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,5,1,1.0,1,1,1,50088,20257,6737180,409677,16.445101872938924,23154766,920697,25.149170682645867,,,,,105748,108983,0.9703164713762696,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,57.336564741000075,6.868176370000583,5f799d253fc3213eb6cb9333f7a10a829acf0b4b38fc795ca9f608065bc43d1f,2bc2bdafd8c33998cb2f31032a138b2acfdffb8d186615723aff3a36a168409b
b2,5to10Traces/0130.trace,5to10Traces,7eeea4da9600647b4ca3c724512372bbb595ada3823a84b02f170fa928a4c6bf,67,2,0,8,8.375,4,173,250,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,149,664,36,,,,,,36323,70108,3341416,3930266,0.8501755351927834,11025123,8303760,1.3277265961443971,,,,,119464,156764,0.7620627184812839,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.26771116999953,180.2880737079995,50fbe977bde32567a963341a97e19715456567f467d7ca20ea923a91b9e9f48a,13d9c27b0f503811c22901ca733a605da99573ce649bc64883ba7bc9009a6c07
b2,5to10Traces/0131.trace,5to10Traces,c5c4a92ab8c6b7948f51749b2d9e2562d7f73ff62a72766c117bab32d44c8618,67,2,0,8,8.375,4,3,250,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,176,664,46,,,,,,56028,84898,7540836,5411549,1.393470889758182,25916973,12899500,2.009145548277065,,,,,118083,217896,0.5419236700077101,1,1,TRANSLATED_ONLY,TRANSLATED_ONLY,TRANSLATE_ONLY,TRANSLATE_ONLY,1,1,TIMEOUT,TIMEOUT,180.40516678400127,180.35000267600117,4f7c69fc20abc49e8a561b2c09f812eddacb6a2c930a392e1d7afa1f99e013d7,4e76870451e34239e44919c42ca8fb0d123538a03d885233dfced3578cc567c7
b2,5to10Traces/0132.trace,5to10Traces,b8f04080b403b525d4739677abc2261552d7e90a544a4b029ca6c415ea2d8b4f,3,2,0,3,1.0,2,5,5,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,581,498,21235,10226,2.0765695286524544,65173,19460,3.3490750256937307,,,,,4354,16616,0.26203659123736156,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,1.0612291450001976,1.1900107049987128,3fdcfde7fd30edc70390a70ea2de59fc7887b471ed2109d842687306c3cc14cd,b749fc7822551bf4269e2a8b6f29288992252962256c178ec4b0aef88783ce58
b2,5to10Traces/0134.trace,5to10Traces,b9a86b47eaf5db55f3666241002af9f574c3f021a944ea482f846dbf92122d19,3,2,0,3,1.0,2,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,2581,1884,101871,42458,2.399335814216402,314949,81157,3.8807373362741355,,,,,11770,28824,0.4083402719955593,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,2.003905071999725,1.650785806001295,387ddef15a7b8c38e6a51eec22e0c629990e41360ab9340017d1d2a357e3304f,1efe41c59e1ab77e90308e23b8bf39f2f76e44e2c985c5c67b56fc028ec415e1
b2,5to10Traces/0135.trace,5to10Traces,1b6cceba381c9c55c8430ee1ee6b4571c1253381b79984b3214b0df3c84af5ae,3,2,0,3,1.0,2,2,25,10,10,10.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,4131,2460,256524,48108,5.332252432027937,879958,106062,8.29663781561728,,,,,10009,33783,0.29627327353994615,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,3.1216785479991813,1.9375355089996447,e2054ecf5d45a7847cdfed7f80ef45d4650fe4119a637f8961ae9f2aff4dd0e6,b2b90bf6df0ef36b93a081aff9f0cd89d2b94272216f280471920842322dbd77
b2,5to10Traces/0136.trace,5to10Traces,4862d0411c76482cbd08f868d034567e7f25612117230e55a8f33bc967d0257d,3,2,0,3,1.0,2,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,False,1,22,24,5,1,1.0,1,1,1,5081,3720,202668,85345,2.3746909602202826,627172,162245,3.8655859964867947,,,,,21042,38733,0.5432576872434358,1,1,REUSED_E4,REUSED_E4,E4_REUSED,E4_REUSED,0,0,SAT,SAT,3.0050308470003984,2.3691491359986685,fbddda346df141cf14099a2dde6d586f4db4007cf8396be7cc70766b775658e7,fee3b50410ae8af862f1e98d9569b927012d191377e1e2f9ea0055d71e0be15c
