batch,task,family,method,inputSha256,sourceCommit,B,b,p,K,numAP,positiveTraces,negativeTraces,minTraceLength,maxTraceLength,meanTraceLength,constraintFeatures,objectiveKind,e4Status,e4WallSec,e4Verification,metricStatus,metricSource,rq2Attempts,primaryVars,vars,backendTotalClauses,hardClauses,softClauses,modelBytes,modelCount,modelSha256,qStates,fiberCatalogSize,unquotientedFiberCount,encodedFiberCount,costScope,selectedFiberCount,meanRepresentativeLength,maxRepresentativeLength,activeAnchors,activeMacroEdges,error,translationWallSec
b2,5to10Traces/0116.trace,5to10Traces,macro,04648b1607ab764a7a9a2bd046edfeacf74a58b108d36b72db4e30d627a9c954,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,57,75,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.13897709499997,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,23116,1247938,2647884,,,80718,1,80b40839a8354b092c9be93d529812daa0ebf676473124362d864002a3e9b3d5,1,149,664,36,8,,,,,,,9.927649047000159
b2,5to10Traces/0117.trace,5to10Traces,atlas-b,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,75,10,10,10.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.21010490699882,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,17088,2272430,7809166,,,37223,1,3924454007682c9438eb4e4bff97c5f7f6b67bd479457ec1e0880ebf8faa21b6,,,,,,,,,,,,12.182332868999765
b2,5to10Traces/0117.trace,5to10Traces,macro,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,75,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,42.27589666200015,PASSED,REUSED_E4,E4_REUSED,0,26851,1645772,3916047,,,122877,1,7a9bfbea620548a98a2916f1d4ce9c6d4573b4a9ee8caed46aaffda9c2a640c5,1,176,664,46,8,2,0.3333333333333333,1,3,3,,0
b2,5to10Traces/0118.trace,5to10Traces,atlas-b,7a61766dc359d3151e0d4e1ee04e9405401715c35b35d6cf874a6f7e3a076354,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,63,100,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1413509949998,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,14223,1293916,4269393,,,47481,1,9d2e2d5de22d498a13ed0f9f6a7aa926c4b7e307acd3fe55529b18d49aa95197,,,,,,,,,,,,7.975297912999849
b2,5to10Traces/0118.trace,5to10Traces,macro,7a61766dc359d3151e0d4e1ee04e9405401715c35b35d6cf874a6f7e3a076354,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,63,100,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.15703423600007,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,28099,1529827,3241617,,,85086,1,7770d6dfe1600641c4dde631eb01d005bf0850c268525dfe6c26dfb59a6b0f41,1,149,664,36,8,,,,,,,10.779075569999804
b2,5to10Traces/0119.trace,5to10Traces,atlas-b,ef685ef6eb2164beed9d2227784f11e537a9265388d76c9bed067e1b32573d25,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,100,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,21.343372348999765,PASSED,REUSED_E4,E4_REUSED,0,22588,3016555,10366766,,,48623,1,6c1a8f66d9f3f59e73fd3f66175ac9377ec4ddb11efc8553b00d594b227f3e12,,,,,8,,,,,,,0
b2,5to10Traces/0119.trace,5to10Traces,macro,ef685ef6eb2164beed9d2227784f11e537a9265388d76c9bed067e1b32573d25,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,100,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,3.6436876200004917,PASSED,REUSED_E4,E4_REUSED,0,9160,184370,412780,,,59960,1,d97cb5d1c908cd5023ecf4a4d843d0f717abff5eaee5eb63994285a97f0a80ac,1,176,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0120.trace,5to10Traces,atlas-b,e8f11d243d801f3d266cdee6419fd70266e2f09691110c367022d4a00a6198cb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,69,125,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,12.88123758799884,PASSED,REUSED_E4,E4_REUSED,0,16858,1538041,5074891,,,56062,1,1fe1f6cf6b3ded50f1a63b385250793efeb85011ebf291608aa9168cc8f4bf43,,,,,8,,,,,,,0
b2,5to10Traces/0120.trace,5to10Traces,macro,e8f11d243d801f3d266cdee6419fd70266e2f09691110c367022d4a00a6198cb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,69,125,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,4.128732900000614,PASSED,REUSED_E4,E4_REUSED,0,8701,202201,389731,,,65594,1,bf61b4640427c6b2d57230705c4e1f4911c9f2c3fe4aeabcdd318ab255a6e430,1,149,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0121.trace,5to10Traces,atlas-b,e45333bddeaa1e9ab771c42877b7697ed4fdd5374692a194e80178ce15b63daf,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,2,125,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,32.14558755300095,PASSED,REUSED_E4,E4_REUSED,0,28308,3790446,13026670,,,60503,1,0adec154195845c3889b8013cd1b1442281109ad485d826de6861d9bf9dac7bf,,,,,8,,,,,,,0
b2,5to10Traces/0121.trace,5to10Traces,macro,e45333bddeaa1e9ab771c42877b7697ed4fdd5374692a194e80178ce15b63daf,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,2,125,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,4.606575863999751,PASSED,REUSED_E4,E4_REUSED,0,11482,230770,515010,,,68013,1,d271ca9ada9e56cd0151c6976a07659a833c942b055472aea56670a944bc14ce,1,176,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0122.trace,5to10Traces,atlas-b,897a5ba441da1c6902f1cdc93cee4464c6082662af684976e07981c9a6b917d3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,108,150,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1765166210007,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,22298,2042041,6737828,,,73759,1,27d24f2e3f0298599354d1989cc74132b1457acf227c6b89573d724dba336e81,,,,,,,,,,,,8.276522051000029
b2,5to10Traces/0122.trace,5to10Traces,macro,897a5ba441da1c6902f1cdc93cee4464c6082662af684976e07981c9a6b917d3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,108,150,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.2351314080006,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,43444,2395172,5050690,,,114634,1,46afb3977209c5208831d666086faae876aa32762dc8c6348e946150ead065cc,1,149,664,36,8,,,,,,,16.237778446000448
b2,5to10Traces/0124.trace,5to10Traces,atlas-b,55ab5b41efbf8296ff4d2cbe513f62334719832cba180ff0c7ad5be330854371,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,104,175,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.19189928700007,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,24083,2207416,7283496,,,79576,1,f5edfae603547120883ed4478dc1b7f88a7d2d345bb883059fc8c69005e3b89b,,,,,,,,,,,,8.626430743999663
b2,5to10Traces/0124.trace,5to10Traces,macro,55ab5b41efbf8296ff4d2cbe513f62334719832cba180ff0c7ad5be330854371,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,104,175,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.2164103260002,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,46909,2616355,5559253,,,117144,1,91c02dba731adf83d02b2115bb19a4620fa4dbc5ac53c6d5b95cab5a83abfaac,1,149,664,36,8,,,,,,,19.592950765999376
b2,5to10Traces/0125.trace,5to10Traces,atlas-b,43c3aa17eb255777403ee0c951142e46a4b2758997d2e1254ffeb9ce010ae2c1,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,175,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,44.88109988399992,PASSED,REUSED_E4,E4_REUSED,0,39088,5248930,18039566,,,82898,1,0e034420f68098b653b30390e3fa6bb38c9131d72bd5c33033af4995c358ddec,,,,,8,,,,,,,0
b2,5to10Traces/0125.trace,5to10Traces,macro,43c3aa17eb255777403ee0c951142e46a4b2758997d2e1254ffeb9ce010ae2c1,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,175,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,5.556245570000101,PASSED,REUSED_E4,E4_REUSED,0,15793,319575,720589,,,84322,1,f24d10ed050f93fcd4680635570840d2eda8c5b5498549b6769704be1ab6d0dd,1,176,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0126.trace,5to10Traces,atlas-b,06b8f145441a4c53b4a1f07f068961f9d977fdc8ca1bae46737002179a95f00e,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,137,200,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.230481778,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,29013,2664166,8790535,,,95642,1,8321faa7316475ede374b29b8b5b96a56c936f77e2b1c2501299fae0bf2e87c1,,,,,,,,,,,,13.782164207000278
b2,5to10Traces/0126.trace,5to10Traces,macro,06b8f145441a4c53b4a1f07f068961f9d977fdc8ca1bae46737002179a95f00e,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,137,200,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.28455729300003,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,56182,3158468,6725046,,,138235,1,0ce2c7c99fb9ca799caa890006eb575cc9cef52c3f209a62776677fd0815cd65,1,149,664,36,8,,,,,,,21.647408320999602
b2,5to10Traces/0127.trace,5to10Traces,atlas-b,38b148e43e53e0ba5fb58e99548c5349a8584426d82a0641034aee72f07c14dc,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,2,200,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,51.82910946499942,PASSED,REUSED_E4,E4_REUSED,0,44808,6022821,20699470,,,94778,1,0b6e756d68f4ebcfac7ab0af209f793d9ec857928f3d479e30efae5ef6c745be,,,,,8,,,,,,,0
b2,5to10Traces/0127.trace,5to10Traces,macro,38b148e43e53e0ba5fb58e99548c5349a8584426d82a0641034aee72f07c14dc,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,2,200,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,5.510879740000746,PASSED,REUSED_E4,E4_REUSED,0,18151,366685,821325,,,94905,1,e332e9862ba16cf54fcb81e2aefaba2a60d1809c32218928cb6a11089ce6a0c2,1,176,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0128.trace,5to10Traces,atlas-b,b5d6342146db3553a3dcf5758ec58215536115c1632db0303a0b7e62d038592a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,163,225,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.31734446500013,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,33348,3065791,10115693,,,109769,1,a5f2d815023a2b3950ad7f0d706feffa4cdd2e66f11a8a4fe47f56511c375f0b,,,,,,,,,,,,13.68461064999974
b2,5to10Traces/0128.trace,5to10Traces,macro,b5d6342146db3553a3dcf5758ec58215536115c1632db0303a0b7e62d038592a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,163,225,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.2520503070009,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,64531,3608331,7633793,,,150675,1,98e7742361d5f67e022c7f5ccf121c480085b4c22ebb5a2c6c6142b4fbfe0bff,1,149,664,36,8,,,,,,,23.201606501000242
b2,5to10Traces/0129.trace,5to10Traces,atlas-b,c5e3de677a29cdb03406f7da996e01021bb5366f8583362622373c7513d2f3ca,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,225,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,57.336564741000075,PASSED,REUSED_E4,E4_REUSED,0,50088,6737180,23154766,,,105748,1,5f799d253fc3213eb6cb9333f7a10a829acf0b4b38fc795ca9f608065bc43d1f,,,,,8,,,,,,,0
b2,5to10Traces/0129.trace,5to10Traces,macro,c5e3de677a29cdb03406f7da996e01021bb5366f8583362622373c7513d2f3ca,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,1,225,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,6.868176370000583,PASSED,REUSED_E4,E4_REUSED,0,20257,409677,920697,,,108983,1,2bc2bdafd8c33998cb2f31032a138b2acfdffb8d186615723aff3a36a168409b,1,176,664,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0130.trace,5to10Traces,atlas-b,7eeea4da9600647b4ca3c724512372bbb595ada3823a84b02f170fa928a4c6bf,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,173,250,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.26771116999953,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,36323,3341416,11025123,,,119464,1,50fbe977bde32567a963341a97e19715456567f467d7ca20ea923a91b9e9f48a,,,,,,,,,,,,18.843614102000174
b2,5to10Traces/0130.trace,5to10Traces,macro,7eeea4da9600647b4ca3c724512372bbb595ada3823a84b02f170fa928a4c6bf,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,173,250,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.2880737079995,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,70108,3930266,8303760,,,156764,1,13d9c27b0f503811c22901ca733a605da99573ce649bc64883ba7bc9009a6c07,1,149,664,36,8,,,,,,,28.45197963300052
b2,5to10Traces/0131.trace,5to10Traces,atlas-b,c5c4a92ab8c6b7948f51749b2d9e2562d7f73ff62a72766c117bab32d44c8618,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,3,250,10,10,10.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.40516678400127,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,56028,7540836,25916973,,,118083,1,4f7c69fc20abc49e8a561b2c09f812eddacb6a2c930a392e1d7afa1f99e013d7,,,,,,,,,,,,38.215553446999365
b2,5to10Traces/0131.trace,5to10Traces,macro,c5c4a92ab8c6b7948f51749b2d9e2562d7f73ff62a72766c117bab32d44c8618,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,67,2,0,8,4,3,250,10,10,10.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.35000267600117,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,84898,5411549,12899500,,,217896,1,4e76870451e34239e44919c42ca8fb0d123538a03d885233dfced3578cc567c7,1,176,664,46,8,,,,,,,37.36744418999933
b2,5to10Traces/0132.trace,5to10Traces,atlas-b,b8f04080b403b525d4739677abc2261552d7e90a544a4b029ca6c415ea2d8b4f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,5,5,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,1.0612291450001976,PASSED,REUSED_E4,E4_REUSED,0,581,21235,65173,,,4354,1,3fdcfde7fd30edc70390a70ea2de59fc7887b471ed2109d842687306c3cc14cd,,,,,3,,,,,,,0
b2,5to10Traces/0132.trace,5to10Traces,macro,b8f04080b403b525d4739677abc2261552d7e90a544a4b029ca6c415ea2d8b4f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,5,5,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,1.1900107049987128,PASSED,REUSED_E4,E4_REUSED,0,498,10226,19460,,,16616,1,b749fc7822551bf4269e2a8b6f29288992252962256c178ec4b0aef88783ce58,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0134.trace,5to10Traces,atlas-b,b9a86b47eaf5db55f3666241002af9f574c3f021a944ea482f846dbf92122d19,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,2.003905071999725,PASSED,REUSED_E4,E4_REUSED,0,2581,101871,314949,,,11770,1,387ddef15a7b8c38e6a51eec22e0c629990e41360ab9340017d1d2a357e3304f,,,,,3,,,,,,,0
b2,5to10Traces/0134.trace,5to10Traces,macro,b9a86b47eaf5db55f3666241002af9f574c3f021a944ea482f846dbf92122d19,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,1.650785806001295,PASSED,REUSED_E4,E4_REUSED,0,1884,42458,81157,,,28824,1,1efe41c59e1ab77e90308e23b8bf39f2f76e44e2c985c5c67b56fc028ec415e1,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0135.trace,5to10Traces,atlas-b,1b6cceba381c9c55c8430ee1ee6b4571c1253381b79984b3214b0df3c84af5ae,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,2,25,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,3.1216785479991813,PASSED,REUSED_E4,E4_REUSED,0,4131,256524,879958,,,10009,1,e2054ecf5d45a7847cdfed7f80ef45d4650fe4119a637f8961ae9f2aff4dd0e6,,,,,3,,,,,,,0
b2,5to10Traces/0135.trace,5to10Traces,macro,1b6cceba381c9c55c8430ee1ee6b4571c1253381b79984b3214b0df3c84af5ae,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,2,25,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,1.9375355089996447,PASSED,REUSED_E4,E4_REUSED,0,2460,48108,106062,,,33783,1,b2b90bf6df0ef36b93a081aff9f0cd89d2b94272216f280471920842322dbd77,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0136.trace,5to10Traces,atlas-b,4862d0411c76482cbd08f868d034567e7f25612117230e55a8f33bc967d0257d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,3.0050308470003984,PASSED,REUSED_E4,E4_REUSED,0,5081,202668,627172,,,21042,1,fbddda346df141cf14099a2dde6d586f4db4007cf8396be7cc70766b775658e7,,,,,3,,,,,,,0
b2,5to10Traces/0136.trace,5to10Traces,macro,4862d0411c76482cbd08f868d034567e7f25612117230e55a8f33bc967d0257d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,2.3691491359986685,PASSED,REUSED_E4,E4_REUSED,0,3720,85345,162245,,,38733,1,fee3b50410ae8af862f1e98d9569b927012d191377e1e2f9ea0055d71e0be15c,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0137.trace,5to10Traces,atlas-b,06a4f0323c3063b2759ca99fa5e10bf8f6fc5fff6b9cf7ec7fcd745abafd1f3a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,2,50,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,4.549852105001264,PASSED,REUSED_E4,E4_REUSED,0,7881,493049,1692208,,,16909,1,331cc9a01b60c6e349d5377068260a7331eaa835f2c56d840417a7a82f8a81e2,,,,,3,,,,,,,0
b2,5to10Traces/0137.trace,5to10Traces,macro,06a4f0323c3063b2759ca99fa5e10bf8f6fc5fff6b9cf7ec7fcd745abafd1f3a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,2,50,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,2.551739601999998,PASSED,REUSED_E4,E4_REUSED,0,4584,90932,200528,,,45220,1,677df1e027997500178331bc02d4f9977ca356196f88009213f85393e717aa97,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0138.trace,5to10Traces,atlas-b,09f0d6edaa326743df4626e398323c88e54ccc3996da89c4ac50e088a460f418,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,75,75,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,3.8983792799990624,PASSED,REUSED_E4,E4_REUSED,0,7581,303464,939395,,,30342,1,a3a43e2a2989e3fe284f148aa6efa2ccc5deadf1fc5aacd84d2d2e712c6e153f,,,,,3,,,,,,,0
b2,5to10Traces/0138.trace,5to10Traces,macro,09f0d6edaa326743df4626e398323c88e54ccc3996da89c4ac50e088a460f418,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,75,75,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,2.853238505999798,PASSED,REUSED_E4,E4_REUSED,0,5421,125116,236934,,,45188,1,b5fdf3d6ae6307c255bbd9f5c70f30ebae4d434b0e7fb4bb3f197a3049a8a7c6,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0139.trace,5to10Traces,atlas-b,bf7944e4c8fc98df28f2164a293c37173fe918ab58c61018526a048088c84fc7,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,3,75,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,7.419548834000125,PASSED,REUSED_E4,E4_REUSED,0,11781,739034,2536946,,,24084,1,ca81f03cb43a1df9b5d94efbcfaa72b105f0eafbbedd850cb5308fed558aadc7,,,,,3,,,,,,,0
b2,5to10Traces/0139.trace,5to10Traces,macro,bf7944e4c8fc98df28f2164a293c37173fe918ab58c61018526a048088c84fc7,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,3,75,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,2.909048628999699,PASSED,REUSED_E4,E4_REUSED,0,6780,135180,298164,,,59804,1,ac36ddeb83f1a54d70715467beab89b0f5dc95dc5955517d311a3bfbbfa0805b,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0140.trace,5to10Traces,atlas-b,799116c644e6dcce5d5f7359b49af06ac7f6a7597b28ebc0af2447732535679d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,100,100,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,4.524965206999923,PASSED,REUSED_E4,E4_REUSED,0,10081,404249,1251608,,,39684,1,8904ba47594b6b6a91a075675afc21408985cbe1e2a0dd97b7138e41e31b17a5,,,,,3,,,,,,,0
b2,5to10Traces/0140.trace,5to10Traces,macro,799116c644e6dcce5d5f7359b49af06ac7f6a7597b28ebc0af2447732535679d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,100,100,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,3.244038041999943,PASSED,REUSED_E4,E4_REUSED,0,6825,158947,300206,,,51250,1,b598c1ad34963d5bcc7c1dbaf007783fcaf39accd4ff72900e21ff6a49250db8,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0141.trace,5to10Traces,atlas-b,eaaa14beeeee68786188f6926149a68b31cafde21a0dee43ee6800922b11834f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,7,100,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,9.520881766000457,PASSED,REUSED_E4,E4_REUSED,0,16131,1013404,3479153,,,32084,1,eec11a35ca818797cc60471a3233c2ae887cdd38d035e4f4c119c57dc6af1f56,,,,,3,,,,,,,0
b2,5to10Traces/0141.trace,5to10Traces,macro,eaaa14beeeee68786188f6926149a68b31cafde21a0dee43ee6800922b11834f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,7,100,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,3.451768611999796,PASSED,REUSED_E4,E4_REUSED,0,9354,187392,414996,,,65425,1,e0228379ba2bec29fb1235fe7145a9d8ad9e3f614d0a04737d6dcf22cec72ace,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0142.trace,5to10Traces,atlas-b,436b64ca4da5bdacfc8950be816246e2cc610f8ec153de76d6de51765295127d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,125,125,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,6.260428157000206,PASSED,REUSED_E4,E4_REUSED,0,12581,505048,1563829,,,48950,1,3671ed15bceb697ad4904955ec08ef095e773b155fe4efa90efd63c923058b42,,,,,3,,,,,,,0
b2,5to10Traces/0142.trace,5to10Traces,macro,436b64ca4da5bdacfc8950be816246e2cc610f8ec153de76d6de51765295127d,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,125,125,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,3.987030684000274,PASSED,REUSED_E4,E4_REUSED,0,8364,193991,367753,,,56876,1,e6acb7d76a2cc945e8c84bd692567c7ca2843c7988c4d2ad120f3f88596b4662,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0143.trace,5to10Traces,atlas-b,23f66a69bf200e03b6a5fe7fe0c81ab0b5dded3605a6a4f86290dba127b209a0,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,5,125,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,11.682977258000392,PASSED,REUSED_E4,E4_REUSED,0,19581,1231007,4226425,,,38459,1,ba73cc2a4c3158ea3775c8a2ca29ce06f279916db7552aa7ca0fe169a553afde,,,,,3,,,,,,,0
b2,5to10Traces/0143.trace,5to10Traces,macro,23f66a69bf200e03b6a5fe7fe0c81ab0b5dded3605a6a4f86290dba127b209a0,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,5,125,10,10,10.0,,MIN_EXPANDED_SIZE,SAT,3.6546119790000375,PASSED,REUSED_E4,E4_REUSED,0,11361,228033,507909,,,68371,1,72e3ed748cedcdd8ad4ae4d71df0b4000c0aee2ec7c367c6204f0e21f3dc1383,1,22,24,5,2,1,1.0,1,1,1,,0
b2,5to10Traces/0144.trace,5to10Traces,atlas-b,604fd17a18204fd9bec122e669ecccc314f471b58a39ccb29b6af9a238ff456e,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,3,2,0,3,2,150,150,5,5,5.0,,MIN_EXPANDED_SIZE,SAT,6.962311246000354,PASSED,REUSED_E4,E4_REUSED,0,15081,605836,1876045,,,58258,1,a71bf05cdd9c2217a76c82121adeb25bd767110c40526f879b0f17ffef79cdb3,,,,,3,,,,,,,0
