campaign,server,algorithm,task,family,variant,repeat,status,outcome,solverMode,fallbackReason,B,b,p,K,qStates,fiberCount,activeAnchors,activeMacroEdges,expandedSize,objectiveKind,objectivePrimary,objectiveSecondary,analysisSec,registrySec,fiberSec,encodingSec,solverSec,decodeSec,verifySec,totalSec,peakRssKb,verification,modelBytes,vars,backendTotalClauses,error,searchNodeUniverse,primaryVars,semanticTypeCount,selectedFiberCount,meanRepresentativeLength,maxRepresentativeLength,optimizationPasses,fallbackUsed,backendTranslationCount,costStrategy,unquotientedFiberCount,encodedFiberCount,costScope,parseSec,translationAndSolveSec,totalInternalSec,inputTraceCount,reducedTraceCount,smallFormulaSec,smallFormulaBound,learnedDagNodes,learnedUnaryNodes,learnedBinaryNodes,learnedUnaryDepth,learnedHasSharing,axis,axisValue,regime,target,targetUnaryDepth,targetBinaryNodes,AP,positive,negative,length,profile,requiredPropositions,q,compressionPotential,recognizedFeatures,seed,runCommit,timeoutSec,solved,traceSetHash,certifiedMinNodes,certifiedMinBinary,construction
primary,139.159.185.102,ATLAS-B,favorable_B/B11.trace,favorable_B,atlas-b,1,SAT,,ATLAS_B,,11,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.036507379,,,0.028996038,70.426622036,0.021505547,0.027586072,70.93005077199996,468704,PASSED,4248,288762,996255,,9,2252,,,,,1,,1,,,,8,,,70.795376397,,,,,7,6,0,6,False,B,11,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.5454545454545454,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,favorable_B/B11.trace,favorable_B,macro,1,SAT,,MACRO,,11,1,0,5,1,68,1,1,7,MIN_EXPANDED_SIZE,0,7,0.038417088,0.000493482,0.067895227,0.00745004,3.935599336,0.004606507,0.008666521,4.291330976000609,426832,PASSED,58973,116051,275739,,5,2797,67,1,6.0,6,1,,1,WEIGHTED_MAXSAT,104,46,8,0.701341893,3.234257443,4.126236886,8,8,0.007377647,0,7,6,0,6,False,B,11,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.5454545454545454,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,favorable_B/B15.trace,favorable_B,atlas-b,1,SAT,,ATLAS_B,,15,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.034006579,,,0.036097822,69.762988201,0.041432327,0.02296486,70.32626222000181,465040,PASSED,4248,288762,996255,,9,2252,,,,,1,,1,,,,8,,,70.172748392,,,,,7,6,0,6,False,B,15,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.6666666666666667,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,favorable_B/B15.trace,favorable_B,macro,1,SAT,,MACRO,,15,1,0,5,1,76,1,1,7,MIN_EXPANDED_SIZE,0,7,0.035242166,0.000440891,0.079966354,0.00628186,4.079184329,0.018348697,0.010460366,4.464368908000324,426720,PASSED,58973,116051,275739,,5,2797,75,1,6.0,6,1,,1,WEIGHTED_MAXSAT,144,46,8,0.61832164,3.460862689,4.289055789,8,8,0.006554407,0,7,6,0,6,False,B,15,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.6666666666666667,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,favorable_B/B21.trace,favorable_B,atlas-b,1,SAT,,ATLAS_B,,21,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.042123634,,,0.030598033,46.636569896,0.035763793,0.015935223,47.18917357199825,492488,PASSED,4248,288762,996255,,9,2252,,,,,1,,1,,,,8,,,47.023695602,,,,,7,6,0,6,False,B,21,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.7619047619047619,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,favorable_B/B21.trace,favorable_B,macro,1,SAT,,MACRO,,21,1,0,5,1,88,1,1,7,MIN_EXPANDED_SIZE,0,7,0.037809642,0.00041314,0.101173455,0.010677751,3.544330122,0.004139555,0.012336864,3.9759455029998207,429076,PASSED,58973,116051,275739,,5,2797,87,1,6.0,6,1,,1,WEIGHTED_MAXSAT,204,46,8,0.622666971,2.921663151,3.79503807,8,8,0.009579313,0,7,6,0,6,False,B,21,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.7619047619047619,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,favorable_B/B31.trace,favorable_B,atlas-b,1,SAT,,ATLAS_B,,31,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.03500755,,,0.028711191,66.01938168,0.026419542,0.021258311,66.53318648200002,476588,PASSED,4248,288762,996255,,9,2252,,,,,1,,1,,,,8,,,66.39360228,,,,,7,6,0,6,False,B,31,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.8387096774193549,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,favorable_B/B31.trace,favorable_B,macro,1,SAT,,MACRO,,31,1,0,5,1,108,1,1,7,MIN_EXPANDED_SIZE,0,7,0.037881254,0.000476012,0.109595648,0.012468497,4.028327945,0.00433953,0.007872831,4.463359343000775,428968,PASSED,58973,116051,275739,,5,2797,107,1,6.0,6,1,,1,WEIGHTED_MAXSAT,304,46,8,0.666671561,3.361656384,4.290388412,8,8,0.010781754,0,7,6,0,6,False,B,31,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.8387096774193549,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,favorable_B/B41.trace,favorable_B,atlas-b,1,SAT,,ATLAS_B,,41,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.035107634,,,0.033621656,68.863285042,0.024260137,0.028866834,69.43911617100093,480300,PASSED,4248,288762,996255,,9,2252,,,,,1,,1,,,,8,,,69.252712399,,,,,7,6,0,6,False,B,41,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.8780487804878049,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,favorable_B/B41.trace,favorable_B,macro,1,SAT,,MACRO,,41,1,0,5,1,128,1,1,7,MIN_EXPANDED_SIZE,0,7,0.044910922,0.000494302,0.129621728,0.00631459,3.842814095,0.00469542,0.008879386,4.289329125997028,426204,PASSED,58973,116051,275739,,5,2797,127,1,6.0,6,1,,1,WEIGHTED_MAXSAT,404,46,8,0.556825526,3.285988569,4.11065258,8,8,0.007227394,0,7,6,0,6,False,B,41,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,12,none,,1,0.8780487804878049,,20260925,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,shape/branches.trace,shape,atlas-b,1,SAT,,ATLAS_B,,21,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.030939067,,,0.036854588,72.512957238,0.022261062,0.018152939,73.05369487699863,874172,PASSED,5837,561883,1974744,,10,3604,,,,,1,,1,,,,8,,,72.901746182,,,,,7,6,0,6,False,shape,two_branches,small_b_long_unary,"&(X(X(X(X(X(X(x0)))))),F(X(X(X(X(x1))))))",6,1,2,4,4,16,none,,1,0.7619047619047619,,20260930,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,shape/branches.trace,shape,macro,1,SAT,,MACRO,,21,1,0,5,1,108,1,1,7,MIN_EXPANDED_SIZE,0,7,0.038932584,0.000524003,0.134527039,0.012576048,7.401982749,0.004821452,0.016973919,7.827092447998439,450204,PASSED,66773,180521,448087,,5,3810,107,1,6.0,6,1,,1,WEIGHTED_MAXSAT,204,46,8,0.718046558,6.683936191,7.686516296,8,8,0.012208228,0,7,6,0,6,False,shape,two_branches,small_b_long_unary,"&(X(X(X(X(X(X(x0)))))),F(X(X(X(X(x1))))))",6,1,2,4,4,16,none,,1,0.7619047619047619,,20260930,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,shape/fxg.trace,shape,atlas-b,1,SAT,,ATLAS_B,,15,1,0,5,1,,,,3,MIN_EXPANDED_SIZE,0,3,0.035403034,,,0.030673974,3.589135264,0.022403956,0.014826335,4.134978153000702,815700,PASSED,4633,525530,1846783,,9,3436,,,,,1,,1,,,,8,,,3.953526379,,,,,3,2,0,2,False,shape,FX8G,small_b_long_unary,F(X(X(X(X(X(X(X(X(G(x0)))))))))),10,0,1,4,4,16,none,,1,0.6666666666666667,,20260929,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,shape/fxg.trace,shape,macro,1,SAT,,MACRO,,15,1,0,5,1,94,1,1,3,MIN_EXPANDED_SIZE,0,3,0.040249844,0.000360079,0.095032188,0.011074111,3.735848824,0.004102784,0.007501071,4.138233650999609,446484,PASSED,58704,181838,447463,,5,3784,93,1,2.0,2,1,,1,WEIGHTED_MAXSAT,144,46,8,0.68235524,3.053493584,3.974317031,8,8,0.010006874,0,3,2,0,2,False,shape,FX8G,small_b_long_unary,F(X(X(X(X(X(X(X(X(G(x0)))))))))),10,0,1,4,4,16,none,,1,0.6666666666666667,,20260929,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d02.trace,unary_depth,atlas-b,1,SAT,,ATLAS_B,,31,1,0,5,1,,,,3,MIN_EXPANDED_SIZE,0,3,0.032999831,,,0.03608908,19.353168309,0.01219921,0.012931208,20.006233226002223,3580916,PASSED,6168,2786010,10246399,,9,10732,,,,,1,,1,,,,8,,,19.691206074,,,,,3,2,0,2,False,unary_depth,2,small_b_long_unary,X(X(x0)),2,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d02.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,3,MIN_EXPANDED_SIZE,0,3,0.032045169,0.000559774,0.322357493,0.006697999,5.208527531,0.004287298,0.022197141,5.892189710997627,856584,PASSED,83247,318596,909629,,5,6472,183,1,2.0,2,1,,1,WEIGHTED_MAXSAT,304,46,8,0.84126818,4.367259351,5.701143795,8,8,0.007394277,0,3,2,0,2,False,unary_depth,2,small_b_long_unary,X(X(x0)),2,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d04.trace,unary_depth,atlas-b,1,SAT,,ATLAS_B,,31,1,0,5,1,,,,5,MIN_EXPANDED_SIZE,0,5,0.033307827,,,0.038469228,25.662257208,0.016052488,0.015769062,26.349271356000827,3626628,PASSED,6169,2786010,10246399,,9,10732,,,,,1,,1,,,,8,,,26.043320782,,,,,5,4,0,4,False,unary_depth,4,small_b_long_unary,X(X(X(X(x0)))),4,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d04.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,5,MIN_EXPANDED_SIZE,0,5,0.037161495,0.000483892,0.332250093,0.006185107,6.423351988,0.004566646,0.008012533,7.0337534159989445,843824,PASSED,82670,311819,890319,,5,6367,183,1,4.0,4,1,,1,WEIGHTED_MAXSAT,304,46,8,0.938327582,5.485024406,6.882333395,8,8,0.007426759,0,5,4,0,4,False,unary_depth,4,small_b_long_unary,X(X(X(X(x0)))),4,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d06.trace,unary_depth,atlas-b,1,SAT,,ATLAS_B,,31,1,0,5,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.031251495,,,0.039740431,178.645617194,0.015855461,0.018520168,179.3047893769981,3517140,PASSED,6169,2786010,10246399,,9,10732,,,,,1,,1,,,,8,,,179.035495027,,,,,7,6,0,6,False,unary_depth,6,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d06.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,7,MIN_EXPANDED_SIZE,0,7,0.033119963,0.000449961,0.305450161,0.011160204,7.514655881,0.004444333,0.008777153,8.115091317002225,881880,PASSED,82998,321560,917773,,5,6430,183,1,6.0,6,1,,1,WEIGHTED_MAXSAT,304,46,8,0.843291914,6.671363967,7.961901641,8,8,0.011564575,0,7,6,0,6,False,unary_depth,6,small_b_long_unary,X(X(X(X(X(X(x0)))))),6,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d08.trace,unary_depth,atlas-b,1,TIMEOUT,,ATLAS_B,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.035534124,,,,,,,180.1770646549994,3630808,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,8,small_b_long_unary,X(X(X(X(X(X(X(X(x0)))))))),8,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d08.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,9,MIN_EXPANDED_SIZE,0,9,0.035026531,0.000478632,0.325576003,0.013058562,27.023435907,0.004402552,0.012813416,27.71854586200061,1570132,PASSED,151718,512509,1387303,,5,7462,183,1,8.0,8,2,,2,WEIGHTED_MAXSAT,304,94,16,1.496248396,25.527187511,27.489714121,8,8,0.00707304,0,9,8,0,8,False,unary_depth,8,small_b_long_unary,X(X(X(X(X(X(X(X(x0)))))))),8,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d12.trace,unary_depth,atlas-b,1,TIMEOUT,,ATLAS_B,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.033043654,,,,,,,180.2066163030031,3560856,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,12,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))),12,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d12.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,13,MIN_EXPANDED_SIZE,0,13,0.037570775,0.000435732,0.320973576,0.012548848,87.129251849,0.004673069,0.009765108,87.82268853999994,1567216,PASSED,150588,504376,1357661,,5,7357,183,1,12.0,12,2,,2,WEIGHTED_MAXSAT,304,94,16,1.427548228,85.701703621,87.592953126,8,8,0.008207019,0,13,12,0,12,False,unary_depth,12,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))),12,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d16.trace,unary_depth,atlas-b,1,TIMEOUT,,ATLAS_B,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.033852045,,,,,,,180.16325627699916,3570112,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,16,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))),16,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d16.trace,unary_depth,macro,1,TIMEOUT,,MACRO,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.031098102,,,,,,,180.14044679899962,2125912,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,16,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))),16,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d20.trace,unary_depth,atlas-b,1,TIMEOUT,,ATLAS_B,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.033185764,,,,,,,180.19456704599725,3616512,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,20,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))))))),20,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d20.trace,unary_depth,macro,1,SAT,,MACRO,,31,1,0,5,1,184,1,1,9,MIN_EXPANDED_SIZE,0,9,0.03695277,0.000468062,0.331982576,0.016616463,28.361235942,0.00471302,0.009870501,29.067383937999693,1556200,PASSED,151460,491422,1284469,,5,7441,183,1,8.0,8,2,,2,WEIGHTED_MAXSAT,304,94,16,1.461722638,26.899513304,28.839663784,8,8,0.010698602,0,9,8,0,8,False,unary_depth,20,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))))))),20,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,True,,,,
primary,139.159.185.102,ATLAS-B,unary_depth/d30.trace,unary_depth,atlas-b,1,TIMEOUT,,ATLAS_B,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.035793844,,,,,,,180.23808237499907,3613676,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,30,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))))))))))))))))),30,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
primary,139.159.185.102,MacroATLAS,unary_depth/d30.trace,unary_depth,macro,1,TIMEOUT,,MACRO,,31,1,0,5,1,,,,,MIN_EXPANDED_SIZE,,,0.031753948,,,,,,,180.14545043899852,1561660,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,unary_depth,30,small_b_long_unary,X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(X(x0)))))))))))))))))))))))))))))),30,0,1,4,4,32,none,,1,0.8387096774193549,,20260926,76a1e1d8aec87e22d8df0632e95bfd2813e73363,180.0,False,,,,
followup,110.41.76.57,ATLAS-B,rq4f_binary_budget/b05.trace,rq4f_binary_budget,atlas-b,1,TIMEOUT,,ATLAS_B,,21,5,0,17,1,,,,,MIN_EXPANDED_SIZE,,,0.031985645,,,,,,,180.02583774799996,299688,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,5,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.19047619047619047,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,MacroATLAS,rq4f_binary_budget/b05.trace,rq4f_binary_budget,macro,1,TIMEOUT,,MACRO,,21,5,0,17,1,,,,,MIN_EXPANDED_SIZE,,,0.033556112,,,,,,,180.08238865399994,532044,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,5,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.19047619047619047,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,ATLAS-B,rq4f_binary_budget/b06.trace,rq4f_binary_budget,atlas-b,1,TIMEOUT,,ATLAS_B,,21,6,0,20,1,,,,,MIN_EXPANDED_SIZE,,,0.034298456,,,,,,,180.02808613600018,307216,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,6,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.04761904761904767,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,MacroATLAS,rq4f_binary_budget/b06.trace,rq4f_binary_budget,macro,1,TIMEOUT,,MACRO,,21,6,0,20,1,,,,,MIN_EXPANDED_SIZE,,,0.042266038,,,,,,,180.03696090400013,573972,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,6,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.04761904761904767,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,ATLAS-B,rq4f_binary_budget/b07.trace,rq4f_binary_budget,atlas-b,1,TIMEOUT,,ATLAS_B,,21,7,0,21,1,,,,,MIN_EXPANDED_SIZE,,,0.032905808,,,,,,,180.07187423100004,299136,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,7,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,MacroATLAS,rq4f_binary_budget/b07.trace,rq4f_binary_budget,macro,1,TIMEOUT,,MACRO,,21,7,0,21,1,,,,,MIN_EXPANDED_SIZE,,,0.036301043,,,,,,,180.07459834600013,524656,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,7,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,ATLAS-B,rq4f_binary_budget/b08.trace,rq4f_binary_budget,atlas-b,1,TIMEOUT,,ATLAS_B,,21,8,0,21,1,,,,,MIN_EXPANDED_SIZE,,,0.043150079,,,,,,,180.068266559,281252,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,8,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,MacroATLAS,rq4f_binary_budget/b08.trace,rq4f_binary_budget,macro,1,TIMEOUT,,MACRO,,21,8,0,21,1,,,,,MIN_EXPANDED_SIZE,,,0.035255362,,,,,,,180.04032363700003,541448,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,b,8,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,&(x4,x5)))))",0,5,6,1,63,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,11,5,complete_boolean_truth_table
followup,110.41.76.57,ATLAS-B,rq4f_boolean_B/B07.trace,rq4f_boolean_B,atlas-b,1,SAT,,ATLAS_B,,7,3,0,7,1,,,,7,MIN_EXPANDED_SIZE,0,7,0.037050906,,,0.044022312,9.930310777,0.027853806,0.015053629,10.496066769000208,247980,PASSED,12053,50535,156079,,13,1310,,,,,1,,1,,,,7,,,10.335763134,,,,,7,0,3,0,False,B,7,large_b_short_unary,"&(x0,&(x1,&(x2,x3)))",0,3,6,4,60,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,True,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,7,3,complete_boolean_truth_table
followup,110.41.76.57,MacroATLAS,rq4f_boolean_B/B07.trace,rq4f_boolean_B,macro,1,SAT,,MACRO,,7,3,0,7,1,3,7,7,7,MIN_EXPANDED_SIZE,0,7,0.038333913,0.000527052,0.01126764,0.007313268,5.285673657,0.007704317,0.016244424,5.673136016000171,239072,PASSED,23302,58153,121715,,7,2537,3,1,0.0,0,1,,1,WEIGHTED_MAXSAT,64,3,7,0.45095173,4.834721927,5.504039313,64,64,0.018384233,0,7,0,3,0,False,B,7,large_b_short_unary,"&(x0,&(x1,&(x2,x3)))",0,3,6,4,60,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,True,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,7,3,complete_boolean_truth_table
followup,110.41.76.57,ATLAS-B,rq4f_boolean_B/B09.trace,rq4f_boolean_B,atlas-b,1,TIMEOUT,,ATLAS_B,,9,4,0,9,1,,,,,MIN_EXPANDED_SIZE,,,0.03470058,,,,,,,180.059904405,299164,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,,,,B,9,large_b_short_unary,"&(x0,&(x1,&(x2,&(x3,x4))))",0,4,6,2,62,1,none,,1,0.0,,20261924,75d5f18883a86b40681e0514f48499fb1f9f3500,180.0,False,fc91b9927578e3f27e236da4b76c50caec57fcbf326b8e1c65560503c0bfeb7f,9,4,complete_boolean_truth_table
