task,family,variant,repeat,status,outcome,solverMode,fallbackReason,B,b,p,K,qStates,fiberCount,activeAnchors,activeMacroEdges,expandedSize,objectiveKind,objectivePrimary,objectiveSecondary,analysisSec,registrySec,fiberSec,encodingSec,solverSec,decodeSec,verifySec,totalSec,peakRssKb,verification,modelBytes,vars,backendTotalClauses,error,searchNodeUniverse,primaryVars,semanticTypeCount,selectedFiberCount,meanRepresentativeLength,maxRepresentativeLength,optimizationPasses,fallbackUsed,backendTranslationCount,costStrategy,unquotientedFiberCount,encodedFiberCount,costScope,parseSec,translationAndSolveSec,totalInternalSec,inputTraceCount,reducedTraceCount,smallFormulaSec,smallFormulaBound
weakening/weaken_consequent/weaken_consequent_10_20_20.trace,weakening,atlas-b,1,SAT,,ATLAS_B,,18,3,0,11,,,,,7,MIN_EXPANDED_SIZE,0,7,0.084323554,,,0.033250183,3.228456314,0.023586671,0.019532829,3.830651027001295,652016,PASSED,17602,338083,1149316,,11,8678,,,,,1,,1,,,,8,,,3.659574179,,,,
weakening/weaken_consequent/weaken_consequent_10_70_70.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.080428056,0.004305328,0.046049754,0.016109543,36.401602351,0.010229729,0.037789273,37.07797508499789,2176636,PASSED,118127,1279198,3203683,,11,53043,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.450415242,34.951187109,36.85242872,140,140,0.001031016,0
weakening/weaken_consequent/weaken_consequent_10_20_20.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.082059966,0.002193478,0.031249831,0.007629331,16.268173545,0.945101646,0.018769403,19.116371871998126,1533492,PASSED,93513,464554,1232383,,11,20043,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,0.988316942,15.279856603,18.87126856,40,40,0.001179641,0
weakening/weaken_consequent/weaken_consequent_10_65_65.trace,weakening,atlas-b,1,SAT,,ATLAS_B,,18,3,0,11,,,,,7,MIN_EXPANDED_SIZE,0,7,0.079018217,,,0.052571911,9.380557568,0.021483625,0.016809262,9.997467459998006,1552868,PASSED,50542,1076713,3679666,,11,27578,,,,,1,,1,,,,8,,,9.82585885,,,,
weakening/weaken_consequent/weaken_consequent_10_65_65.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.088202469,0.003108481,0.043202055,0.012367275,35.550655836,0.009419286,0.019363305,36.19429108899931,2110608,PASSED,115918,1197972,3006849,,11,49743,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.422871721,34.127784115,35.908032485,130,130,0.001070988,0
weakening/weaken_consequent/weaken_consequent_90_10_10.trace,weakening,atlas-b,1,TIMEOUT,,ATLAS_B,,18,3,0,11,,,,,,MIN_EXPANDED_SIZE,,,0.080937411,,,,,,,180.32280593999894,4443520,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,
weakening/weaken_consequent/weaken_consequent_10_5_5.trace,weakening,atlas-b,1,SAT,,ATLAS_B,,18,3,0,11,,,,,7,MIN_EXPANDED_SIZE,0,7,0.077029917,,,0.043749947,1.423776871,0.030983371,0.025143689,2.0077438359985535,276344,PASSED,6632,91873,305866,,11,2378,,,,,1,,1,,,,8,,,1.868710044,,,,
weakening/weaken_consequent/weaken_consequent_10_5_5.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.082424399,0.002817814,0.031763162,0.006334186,12.234197544,0.010126165,0.017319604,12.66125294900121,845696,PASSED,86213,220108,640897,,11,10143,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,0.844049797,11.390147747,12.468623003,10,10,0.001023216,0
weakening/weaken_consequent/weaken_consequent_90_10_10.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.079107302,0.002706901,0.238260441,0.010772222,26.521224326,0.009603582,0.029530723,27.313279420999606,1997804,PASSED,110894,1413638,3806107,,11,66243,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.480773604,25.040450722,27.104684157,20,20,0.001410347,0
weakening/weaken_consequent/weaken_consequent_10_50_50.trace,weakening,atlas-b,1,SAT,,ATLAS_B,,18,3,0,11,,,,,7,MIN_EXPANDED_SIZE,0,7,0.07941071,,,0.038428973,7.388327242,0.020807131,0.019973131,8.028488315998402,1364956,PASSED,39562,830503,2836216,,11,21278,,,,,1,,1,,,,8,,,7.82675021,,,,
weakening/weaken_consequent/weaken_consequent_85_10_10.trace,weakening,atlas-b,1,TIMEOUT,,ATLAS_B,,18,3,0,11,,,,,,MIN_EXPANDED_SIZE,,,0.091305089,,,,,,,180.30281442399792,4444216,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,
weakening/weaken_consequent/weaken_consequent_10_50_50.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.076792833,0.002450204,0.024590012,0.008755389,24.84158287,0.009891848,0.038502184,25.405182069000148,1936756,PASSED,108519,953358,2415123,,11,39843,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.253080104,23.588502766,25.172425498,100,100,0.001051468,0
weakening/weaken_consequent/weaken_consequent_85_10_10.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.081090506,0.002726861,0.243171373,0.008824611,27.496258224,0.009295904,0.022378226,28.335403971999767,2449868,PASSED,110383,1344162,3620631,,11,62943,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.294052692,26.202205532,28.062462095,20,20,0.001463428,0
weakening/weaken_consequent/weaken_consequent_10_90_90.trace,weakening,atlas-b,1,SAT,,ATLAS_B,,18,3,0,11,,,,,7,MIN_EXPANDED_SIZE,0,7,0.086634239,,,0.062864676,12.50054385,0.023794453,0.021279107,13.243258322996553,1980336,PASSED,68842,1487063,5085416,,11,38078,,,,,1,,1,,,,8,,,13.015382765,,,,
weakening/weaken_consequent/weaken_consequent_10_90_90.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.096838107,0.003175883,0.032370468,0.019588253,39.830140266,0.009998552,0.034954075,40.642023761996825,2532744,PASSED,128528,1605262,3992539,,11,66243,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.728258646,38.10188162,40.348035451,180,180,0.001023037,0
weakening/weaken_consequent/weaken_consequent_45_10_10.trace,weakening,atlas-b,1,TIMEOUT,,ATLAS_B,,18,3,0,11,,,,,,MIN_EXPANDED_SIZE,,,0.099270639,,,,,,,180.3267761060015,4434952,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,
weakening/weaken_consequent/weaken_consequent_80_10_10.trace,weakening,atlas-b,1,TIMEOUT,,ATLAS_B,,18,3,0,11,,,,,,MIN_EXPANDED_SIZE,,,0.088492591,,,,,,,180.38913865599898,4453928,IN_PROGRESS,,,,TIMEOUT,,,,,,,,,,,,,,,,,,,,
weakening/weaken_consequent/weaken_consequent_80_10_10.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.098742887,0.006527441,0.218531175,0.006914311,18.791339033,0.009905951,0.027584338,21.179419317002612,1896832,PASSED,108476,1274662,3435131,,11,59643,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,1.487084379,17.304254654,20.916406024,20,20,0.000975605,0
weakening/weaken_consequent/weaken_consequent_45_10_10.trace,weakening,macro,1,SAT,,MACRO,,18,3,0,11,15,109,7,8,7,MIN_EXPANDED_SIZE,0,7,0.08110868,0.003503393,0.109174271,0.01021893,14.284555164,0.009290285,0.015330295,14.875297883001622,1767428,PASSED,98361,788090,2136559,,11,36543,6,7,0.0,0,1,,1,WEIGHTED_MAXSAT,169,109,8,0.999977606,13.284577558,14.659717725,20,20,0.001482639,0
