batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,method,attempt,backendTotalClauses,emissionSec,error,modelBytes,modelSha256,parseSec,primaryVars,solverInvoked,status,translationSec,vars,wallSec
b2,disjunctedExistence/0054.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,11,092edbe817520f3dea1c1708f793a024f854f6785c11b969e7cc80168bfe7282,7,150,150,macro,1,6117338,0.414475888999732,,151236,787ae18c0a0bf7a0af48b6771d8e403e3d1e7d4de8cef62e83ef1847a9683d47,1.999344335,51418,False,TRANSLATED_ONLY,21.645966158999727,2877970,22.061135505000493
b2,moreDetailedTest/0010.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,5e3e0c2c5d3bd4c91cd27e1e8b1cfea9ac7a38750743a778544f7df88c109936,3,400,400,atlas-b,1,10049250,0.564551587999631,,187888,ab6610ace62f404fdcb41a88d5db8e6e3b978ebd394ee889832905778c93d9b6,2.831718609,52179,False,TRANSLATED_ONLY,17.03907545199945,3136606,17.604358498000693
b2,moreDetailedTest/0010.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,5e3e0c2c5d3bd4c91cd27e1e8b1cfea9ac7a38750743a778544f7df88c109936,3,400,400,macro,1,8875293,0.3643495950000215,,210965,fe9a54d5151095a1d823e76a3943cf126555516d63c42cb7ea1e18a2e9230ee3,4.092910451,82640,False,TRANSLATED_ONLY,30.709207974000492,4357700,31.074367029000314
b2,increasingNumVariables/0035.trace,increasingNumVariables,plain,70,2,0,8,1,MIN_EXPANDED_SIZE,,15,15ebecdc452d631fb7707f95523a5ecc78bd0f2bff49d35ee200f63e7c5c6b2f,7,30,30,atlas-b,1,5007390,0.46458175699990534,,27166,da8efc4cc6d13fefab01eadb6c9db8b2cb78a65c777064f8685269a08a245dd9,0.52286715,9217,False,TRANSLATED_ONLY,6.022607599999901,1463425,6.487757361000149
b2,increasingNumVariables/0035.trace,increasingNumVariables,plain,70,2,0,8,1,MIN_EXPANDED_SIZE,,15,15ebecdc452d631fb7707f95523a5ecc78bd0f2bff49d35ee200f63e7c5c6b2f,7,30,30,macro,1,1296420,0.3143545679995441,,52480,a43d4e9b8bbc54699ff4e17040f4eb3d9181d6403810f11a493ad12c6c34cf82,0.653471567,12265,False,TRANSLATED_ONLY,6.573751707000156,602617,6.888696638000511
b2,5to10Traces/0016.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,fbf3dac0c3575546823f9684f2862c2e7dd41a4bf51dc7a1cc1208b93e939e0d,2,200,200,atlas-b,1,4593799,0.46445739199953096,,76994,6bf7744089831fad289587bb3fdd42f952c186280b6d0aa504634e61f6005e70,0.972380829,24147,False,TRANSLATED_ONLY,9.02793660000043,1446255,9.49300849500014
b2,5to10Traces/0016.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,fbf3dac0c3575546823f9684f2862c2e7dd41a4bf51dc7a1cc1208b93e939e0d,2,200,200,macro,1,3058437,0.2642201409998961,,102503,26729a3c961dd9e3cdab63b9fa234600f64a52710eda90e88dc0e8a5a011e442,1.269163421,29631,False,TRANSLATED_ONLY,11.631823786000496,1518562,11.896659132000423
b2,moreDetailedTest/0059.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,7,ac97087e8a8cb6861346d5692115d09083d18031456aedc00407096699c3993a,3,125,125,atlas-b,1,5001815,0.4645113200003834,,60289,8f1f2bdd27e8dfd73d2b1d5c028af47cbeb19ae96bc43e43905ec69727d7a9c2,0.738052056,19019,False,TRANSLATED_ONLY,7.8743232120004905,1534245,8.339450147000207
b2,moreDetailedTest/0059.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,7,ac97087e8a8cb6861346d5692115d09083d18031456aedc00407096699c3993a,3,125,125,macro,1,4154532,0.31441904099938256,,104661,38a6ecc7f29eed27ed23d400db79e28d670e8eaa7c296c7688571b8d77af08c9,1.601313778,36088,False,TRANSLATED_ONLY,15.289075520000551,1978786,15.604107154999838
b2,baseTest/0009.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,654e6c0caf520ddc287bc85bc4ecc4a8a114c520ebe18f105adb3e3161790123,2,4,96,atlas-b,1,1153326,0.46449209399997926,,21076,bf85b7af81d354d6a8993479597ada6ace43b0641376c0203124b36f00d7b029,0.384824351,6147,False,TRANSLATED_ONLY,2.317567052999948,363293,2.782618899999761
b2,baseTest/0009.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,654e6c0caf520ddc287bc85bc4ecc4a8a114c520ebe18f105adb3e3161790123,2,4,96,macro,1,1038081,0.2641341240005204,,67094,29a2925cb46cdbfcca51f823b1de66fa1192b9e94c1f7be2f9e7f24dedbbc26e,0.744310311,10458,False,TRANSLATED_ONLY,5.320823076999659,514588,5.585563495000315
b2,disjunctedExistence/0066.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,9,43d4cd6a258fce14a544ddfc107ce97e4591d36af4a6b020ee012f67194b5a6f,7,400,400,atlas-b,1,29504739,0.5645567230003508,,331905,a15ac58128ab6a813c2a6ebb5114a89dc7ca08480b8cf5b47b997b0d84b7abc1,4.396757309,84607,False,TRANSLATED_ONLY,56.89769945500029,8800036,57.46316083900001
b2,disjunctedExistence/0066.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,9,43d4cd6a258fce14a544ddfc107ce97e4591d36af4a6b020ee012f67194b5a6f,7,400,400,macro,1,16153695,0.5645881130003545,,338031,10a84baa9e665ce8c7e48b1ec970121e9b259dc4e0e5955a28736f3b19451046,5.402237813,133645,False,TRANSLATED_ONLY,54.34636448100082,7610683,54.91180353400068
b2,equal/0026.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,88e940e86be14702db987816ee958a630575c2bd110e6bb025fa8a60b3e90740,3,500,500,atlas-b,1,12559349,0.5646867840005143,,234288,75104d94020248df3fb77656ac8d82c0a81521815d537ccc0d54e3efc7f55df2,3.224415275,65179,False,TRANSLATED_ONLY,25.651375952999842,3920005,26.21684795500005
b2,equal/0026.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,88e940e86be14702db987816ee958a630575c2bd110e6bb025fa8a60b3e90740,3,500,500,macro,1,11011440,0.3644181959998605,,249524,cbc7979adcc13900491b72205a1b8d6a36e8a3686e05ec5fff30154ffbb14221,4.717631822,103052,False,TRANSLATED_ONLY,36.81830375699974,5418917,37.1834546200007
b2,increasingNumVariables/0010.trace,increasingNumVariables,plain,11,2,0,8,1,MIN_EXPANDED_SIZE,,11,be9d539eb333b64bd4386b76053c5ef1fbd95a8b36c9b3403944f38f5b4241ff,4,25,25,atlas-b,1,2174508,0.46451179799987585,,16294,0a18fed95525f1711e446d41fdd46c7181c67195dd8afa33c0f97881edd6c373,0.383974988,5557,False,TRANSLATED_ONLY,2.8684709720000683,649176,3.3335297229996286
b2,increasingNumVariables/0010.trace,increasingNumVariables,plain,11,2,0,8,1,MIN_EXPANDED_SIZE,,11,be9d539eb333b64bd4386b76053c5ef1fbd95a8b36c9b3403944f38f5b4241ff,4,25,25,macro,1,1076457,0.2641545389997191,,45468,47b91862137ae069f75f50ef70eb9a199b01c9792f01461d0c2ea805dabb9733,0.591403362,10177,False,TRANSLATED_ONLY,5.123922816999766,499453,5.3886472300000605
b2,5to10Traces/0011.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,e38bf3e3c82d45a788e109824513c902af600af42cf5fa633e528c6fba782796,2,8,125,atlas-b,1,6754048,0.46466161900025327,,39284,21fc8e29f24a7cc196f31af12347a5ce081a2f7781bc58273aee70dafdde5bca,0.585073956,22757,False,TRANSLATED_ONLY,8.276443395999195,1976682,8.741685527999834
b2,5to10Traces/0011.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,e38bf3e3c82d45a788e109824513c902af600af42cf5fa633e528c6fba782796,2,8,125,macro,1,3138488,0.2642495109994343,,124832,770b4d4d130ee103eefcd98a375374b8b8d4279eaed8c6bb7ed7594613a3923f,1.08759472,28014,False,TRANSLATED_ONLY,9.87820087199998,1342425,10.143088398000145
b2,baseTest/0020.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,a4c43f7b49a0903c436b07c0e10b397b87316fe078f8f3929ede0fb8f4a60e01,3,42,458,atlas-b,1,,0.5146442590003062,,118348,13265605f810c2233a66ea1d2181b51e0baac45a142abb180ddd37dfaf5bdc31,,,False,TRANSLATION_TIMEOUT,180.27807272100017,,180.79336265500024
b2,baseTest/0020.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,a4c43f7b49a0903c436b07c0e10b397b87316fe078f8f3929ede0fb8f4a60e01,3,42,458,macro,1,9717201,0.3142317940000794,,156169,49394dd9515732e76e9a780ad8361a05136845edebaf5a13113f32df982e39f7,2.633264892,82391,False,TRANSLATED_ONLY,34.066195719999996,4594886,34.38108473800003
b2,baseTest/0012.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,735b7b931a99b69cedbbcd331855f5c86d90516529a3d67640aa10f8daf3e688,2,149,4851,atlas-b,1,,0.8151715890007836,"Exception in thread ""main"" Type error:
Translation capacity exceeded.
In this scope, universe contains 5031 atoms
and relations of arity 3 cannot be represented.
Visit http://alloy.mit.edu/ for advice on refactoring.
	at edu.mit.csail.sdg.translator.TranslateAlloyToKodkod.rethrow(TranslateAlloyToKodkod.java:411)
	at edu.mit.csail.sdg.translator.TranslateAlloyToKodkod.execute_command(TranslateAlloyToKodkod.java:533)
	at Rq2Translate.main(Rq2Translate.java:47)
",941033,fc1e9f5b1714ff33a517c9b83bf01977cbac2d2e5107675bdf0d0dcf544c357b,,,False,TRANSLATION_ERROR,20.19100549599989,,21.007643777999874
b2,baseTest/0012.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,735b7b931a99b69cedbbcd331855f5c86d90516529a3d67640aa10f8daf3e688,2,149,4851,macro,1,,0.5146039199998995,,555460,0bd6107027c306d22f7c38dbd26adbae56a6eafacb13f5fd7483e71f4252adbb,,,False,TRANSLATION_TIMEOUT,180.28586937799992,,180.8014910819993
b2,equal/0007.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,4cf75674988206dfe295cc17eb52615507e429ed7c80ed604edc779cb7eb2ca0,3,5,5,atlas-b,1,219935,0.4144373969993467,,4809,34402e1836d26fea439fe6f81f77a7515460a12b8796d9445c97eb8c55d6aca7,0.214352304,1019,False,TRANSLATED_ONLY,0.9153891470004965,67605,1.3303541069999483
b2,equal/0007.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,4cf75674988206dfe295cc17eb52615507e429ed7c80ed604edc779cb7eb2ca0,3,5,5,macro,1,210349,0.21432233399991674,,30033,d862c55fd12f4e992d1ebb46067515f248194f66339b32778d9fb6eefdd37f9e,0.444030435,2825,False,TRANSLATED_ONLY,1.9170525389999966,97015,2.1320042380002633
b2,moreDetailedTest/0001.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,4cf4d87b6dcf64d2fe396c8941ee439eef2c07ee0bb76745f986cfca6ad38387,3,100,100,atlas-b,1,2518950,0.4644331119998242,,48688,c82f5a704a61ed674e76ef7b09e05d1fbf2982da3e329198e3083809cebfb952,0.632544113,13179,False,TRANSLATED_ONLY,3.969956715999615,786406,4.4349823929997
b2,moreDetailedTest/0001.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,4cf4d87b6dcf64d2fe396c8941ee439eef2c07ee0bb76745f986cfca6ad38387,3,100,100,macro,1,2212984,0.2641756869998062,,86111,8703e95d15bb7316d1829dfc4744e6dff3363292082d10d4423e7c2fb40ca5ae,0.987632718,21341,False,TRANSLATED_ONLY,9.630078113000309,1089440,9.894876545999978
b2,5to10Traces/0178.trace,5to10Traces,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,4430fdb2aab411bdcb015e7f6c8b460ba74aa0805e1ed6617219a2c9b842e93b,3,25,25,atlas-b,1,1485461,0.4144202890001907,,14039,595951954571edc7f5d8f15879ca63f4b58967963a695c1168212bc2b489508f,0.294269353,4625,False,TRANSLATED_ONLY,2.167676594999648,449782,2.5826610469994193
b2,5to10Traces/0178.trace,5to10Traces,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,4430fdb2aab411bdcb015e7f6c8b460ba74aa0805e1ed6617219a2c9b842e93b,3,25,25,macro,1,1002216,0.26437020399953326,,58217,d187d7bdb7845bb7b041c303de43339dc71ed1ff0fbf33fe84efbdd5f283b6b0,0.619799245,9632,False,TRANSLATED_ONLY,4.720817162999992,470632,4.985759270000017
b2,disjunctedExistence/0003.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,424507b2de8960903fda914ede4da873c9ed6d3925a5e02f18cb3b19d0ece32e,5,100,14,atlas-b,1,1697285,0.46443941699999414,,39091,e55d23ebc6106b7643db4daeac794359f6c42c10c80e60ff68dff452ee13aaa3,0.528196026,8805,False,TRANSLATED_ONLY,3.619240985000033,522611,4.084270886000013
b2,disjunctedExistence/0003.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,424507b2de8960903fda914ede4da873c9ed6d3925a5e02f18cb3b19d0ece32e,5,100,14,macro,1,1329973,0.31434435099981783,,67894,0ad0b96fdb7708537e08250ad79be77cbac060971ee76876d9818bfc3251fff2,0.735953178,12699,False,TRANSLATED_ONLY,5.8214720599999055,646838,6.1363982149996446
b2,increasingNumVariables/0054.trace,increasingNumVariables,plain,264,2,0,8,1,MIN_EXPANDED_SIZE,,11,ee356efe02576d0c3b952575033ba350d4966db4ff0addd2363e3e069310b2b5,9,45,45,atlas-b,1,5041909,0.4645551390003675,,47604,51b27a164cff3dfac8fc00634964a7bd88a804dd2cef2d867d1a384667c037f5,0.654020274,12167,False,TRANSLATED_ONLY,8.07511826100017,1483188,8.54025637399991
b2,increasingNumVariables/0054.trace,increasingNumVariables,plain,264,2,0,8,1,MIN_EXPANDED_SIZE,,11,ee356efe02576d0c3b952575033ba350d4966db4ff0addd2363e3e069310b2b5,9,45,45,macro,1,1923803,0.4646498519996385,,70464,10d324ce9ca914dc15ba72647bc6a304158b2ce700c1f9d20a824f8df05012c5,0.83236258,16883,False,TRANSLATED_ONLY,7.225784615000521,895619,7.691013370000292
b2,equal/0041.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,039db8452a2b4e828889363c84368109bf7adcced910749d0a98c7dfb219a90a,3,50,50,atlas-b,1,1263900,0.464530348000153,,25588,ed38ce51163a6863b7b35706deb62b3513c6ecbef7bbd8ddbaaa969ab05bd7e9,0.442724259,6679,False,TRANSLATED_ONLY,2.417282284999601,394706,2.88239640699976
b2,equal/0041.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,039db8452a2b4e828889363c84368109bf7adcced910749d0a98c7dfb219a90a,3,50,50,macro,1,1094279,0.264208695999514,,68528,105a31a31a34ed420366427af494fa889f43372fe84f1477e48649b873370e32,0.696580513,10736,False,TRANSLATED_ONLY,4.920600660999298,536608,5.185410921000766
b2,moreDetailedTest/0031.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,d38e3d1b6f467074f9b04773d3163291ae8d89b2043a51471e2a17768386b632,3,125,125,atlas-b,1,16788157,0.5146597000002657,,60290,65cec649a11089bceec6725a4f664bd53405d1438f6cd9fdb26608ff13837728,0.762119226,29539,False,TRANSLATED_ONLY,24.600027537999267,4959501,25.115301091999754
b2,moreDetailedTest/0031.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,d38e3d1b6f467074f9b04773d3163291ae8d89b2043a51471e2a17768386b632,3,125,125,macro,1,4811012,0.3142339259993605,,110785,cb22e98c0df04a7611a4318394b1d82e76fea2a97d45f411f8019b6db3f8d5e2,1.310013773,41537,False,TRANSLATED_ONLY,18.541154859000017,2272905,18.856067802000325
b2,5to10Traces/0117.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,4,1,75,atlas-b,1,4465435,0.4645879039999272,,37222,c1c1ac04dfb62093eed57a2c932c9b611eded8d69f53086abc1b160bce4fe35a,0.631237049,14655,False,TRANSLATED_ONLY,5.371533932000602,1301970,5.836707018999732
b2,5to10Traces/0117.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,4,1,75,macro,1,1830463,0.4645214920001308,,89201,27b2db7e75f242115c1ef1e71f9b6eea17ef1f65438a1e129cc042b1f93e8ab9,0.849602637,16642,False,TRANSLATED_ONLY,5.771812809000039,784956,6.236932284999966
b2,baseTest/0021.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,7,5589e1cf5fde72aa059271e32c8257148d45c86f9ba4cc0e82335409f974ac19,3,6,42,atlas-b,1,977084,0.4145762279995324,,13581,8ff38af4a51beb45c0227d2ab59951b345006d805cf7be7a4978d9aa8b43397e,0.353327999,3869,False,TRANSLATED_ONLY,1.8664790870006982,299823,2.281660009999541
b2,baseTest/0021.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,7,5589e1cf5fde72aa059271e32c8257148d45c86f9ba4cc0e82335409f974ac19,3,6,42,macro,1,822726,0.26440230299976974,,49475,e0eff2c5a02de392377e674d19a26583ac7dcba0e8f4b3cbc3e9006b09d815ea,0.542294361,8248,False,TRANSLATED_ONLY,3.819576015000166,396279,4.084592823000094
b2,disjunctedExistence/0000.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,9aa52b88a4b6321d15ceac2fa1866a38bfa4b34e19bb5f98e058b22455bf54c1,5,50,6,atlas-b,1,843865,0.46449542800019117,,20477,c2fa19e779de78af0b786c820c598837069eb1f95d8bc476b1a95e73ad4a67be,0.418370591,4455,False,TRANSLATED_ONLY,1.7162085709996973,259813,2.181276872000126
b2,disjunctedExistence/0000.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,9aa52b88a4b6321d15ceac2fa1866a38bfa4b34e19bb5f98e058b22455bf54c1,5,50,6,macro,1,665871,0.2642261109995161,,48032,b96d9599ad100864a7b4ee3eeb1a806929d5634048a2d0692a4a0fbf6f1266de,0.559530107,6672,False,TRANSLATED_ONLY,3.2689023840002847,323236,3.5337151879994053
b2,increasingNumVariables/0003.trace,increasingNumVariables,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,554d1db6d50e510609a8c1e3ffd7d556385f38ffb0b5bdc160657ceb008146ba,3,30,30,atlas-b,1,1775646,0.4644672130007166,,16349,acea323467ac46100982a17282e8bf45d0eacd53c844633a6baa62c95023b320,0.388621727,5475,False,TRANSLATED_ONLY,2.6678398379999635,537632,3.1328734250000707
b2,increasingNumVariables/0003.trace,increasingNumVariables,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,554d1db6d50e510609a8c1e3ffd7d556385f38ffb0b5bdc160657ceb008146ba,3,30,30,macro,1,1221391,0.2642695360000289,,52849,e7395f2b1a845127dd2215d3aaf3c80773297c6efd15d4a8ec61a0f2d53b7e45,0.579906491,11447,False,TRANSLATED_ONLY,4.97044607800035,571643,5.235295358999792
b2,equal/0023.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,f963d51b04b474bbc92efce90577bf4747d5beb8e0bf538f00ddc3b7d4fbaf98,3,10,10,atlas-b,1,259860,0.41441935900002136,,7108,26186934a326a02defb8df20f4865dff3cb6d9ff207fc4ea5e79f4c261e3004a,0.227685837,1479,False,TRANSLATED_ONLY,0.9653974170005313,81346,1.3803479979997064
b2,equal/0023.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,f963d51b04b474bbc92efce90577bf4747d5beb8e0bf538f00ddc3b7d4fbaf98,3,10,10,macro,1,238622,0.21417386200027977,,33001,bd846f27c70a26ec802528ff1ba5cf7b89d3d9bde5f31429d4c0c79915ffc2f9,0.493962046,2903,False,TRANSLATED_ONLY,1.9165843629998562,116252,2.1313044480002645
b2,5to10Traces/0078.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,11,38647e132ee55de9993f8c59a208e35d4c2ce6487de2fac015c6509a0f9e6b3c,3,150,150,atlas-b,1,12003081,0.4645287280000048,,71890,1a5a3b73085a246ada5631cef14924a1d8e803f9dd8f316920a8912c77d9f9d3,0.957619275,28997,False,TRANSLATED_ONLY,18.84015381900008,3597605,19.305268271000386
b2,5to10Traces/0078.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,11,38647e132ee55de9993f8c59a208e35d4c2ce6487de2fac015c6509a0f9e6b3c,3,150,150,macro,1,5770520,0.3143347060004089,,115489,f074962811bcaaa2126dd3ac868ef12aeaa200b2a19e201902c155acaa81aad6,1.396045255,49043,False,TRANSLATED_ONLY,18.08882096400066,2717603,18.403772104999916
b2,moreDetailedTest/0011.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,e38a5917378b9df7d12d300f9eb69929ec77ddb6206f1394ba703e78f7785083,3,500,500,atlas-b,1,12559350,0.56511481599955,,234288,0eb552e1b99bb2cfa056acb39bfeab2390cd161db052cd65c80eaf74502b2010,3.520867448,65179,False,TRANSLATED_ONLY,25.658481035000477,3920006,26.224476590999984
b2,moreDetailedTest/0011.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,e38a5917378b9df7d12d300f9eb69929ec77ddb6206f1394ba703e78f7785083,3,500,500,macro,1,11008035,0.31427601799987315,,253161,4fa75bcd121961d685c0eb5ce56284b5d67e2a5506299cd40393d01fa15b38df,4.747544228,102695,False,TRANSLATED_ONLY,37.26917601800051,5418838,37.58424677499988
b2,baseTest/0016.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,fa50e2911675719d95d055e6cd91cf981e06cbaef02d9e0626d2c09b3cd0707f,3,11,76,atlas-b,1,5929048,0.4144075449994489,,22587,0310845adf8fe9d125b680031e549bb51532e91280df9a0240067b7099a52da6,0.367850468,10794,False,TRANSLATED_ONLY,8.32624952200058,1750520,8.741200708999713
b2,baseTest/0016.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,fa50e2911675719d95d055e6cd91cf981e06cbaef02d9e0626d2c09b3cd0707f,3,11,76,macro,1,1773129,0.2642310359997282,,62992,b7e178e9ba26ee77f213e418b3f9ed4cf37ab9e3496dec1cdcceb3064e51a923,0.730310818,16391,False,TRANSLATED_ONLY,7.725819993999721,833426,7.99065781399986
b2,disjunctedExistence/0063.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,5,626d67f59fe04a454da0de7737bf2ad85b99392a408360b738091701b07475ab,7,300,300,atlas-b,1,10159739,0.5648025669997878,,249505,c639619f09356879f7f34b6a95690067a0e1e2cbd859c0fbd30a5c9dffdd12b9,3.622048097,51347,False,TRANSLATED_ONLY,19.39302735199999,3096577,19.958588276999762
b2,disjunctedExistence/0063.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,5,626d67f59fe04a454da0de7737bf2ad85b99392a408360b738091701b07475ab,7,300,300,macro,1,6906884,0.5146149719994355,,263069,0700b16dfdccda96abd7eecce545d3ffdcc0374d9c1d1c8d06c6b8624aba561c,4.783512829,63655,False,TRANSLATED_ONLY,24.049861579000208,3378042,24.565265368999462
b2,equal/0006.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,32a25bd96a241f1fd10f4bf5f991f6898b65b0e7799fc6e658adc867dfe067f8,3,50,50,atlas-b,1,2013140,0.46447322699987126,,25589,40f36258aed5629f6685340017bf224af421c41f183f69362f8f9922c5d4e287,0.412233968,7769,False,TRANSLATED_ONLY,3.8692934849996163,617595,4.334323417000633
b2,equal/0006.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,32a25bd96a241f1fd10f4bf5f991f6898b65b0e7799fc6e658adc867dfe067f8,3,50,50,macro,1,1668495,0.264435386000514,,64428,b60ab2524bbea57d79e84a87b65f6e29cfec28a38e9c819303de9d660250c89c,0.767462374,15324,False,TRANSLATED_ONLY,7.073838146000526,799714,7.3388576050001575
b2,increasingNumVariables/0043.trace,increasingNumVariables,plain,135,2,0,8,1,MIN_EXPANDED_SIZE,,5,e3c1b84a1d5289ce903b49dc1172b72bd22a43e0a7b8320078e4b49fa2c56a74,8,30,30,atlas-b,1,1118376,0.4646362280000176,,29869,3845f0961c65563c3c05e7186fc51e25eb69f81846b51a58c8da3911432b3e92,0.504445204,5799,False,TRANSLATED_ONLY,2.41739964000044,338895,2.882594760999382
b2,increasingNumVariables/0043.trace,increasingNumVariables,plain,135,2,0,8,1,MIN_EXPANDED_SIZE,,5,e3c1b84a1d5289ce903b49dc1172b72bd22a43e0a7b8320078e4b49fa2c56a74,8,30,30,macro,1,712160,0.4144639559999632,,54093,1166700ee36dab04be6394797c61d0d940ba7d604a1a2e157eb4531a00cf868c,0.629461197,7128,False,TRANSLATED_ONLY,3.7188755439992747,346800,4.133977956000308
b2,moreDetailedTest/0121.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,0ea86f7bef51632ee46c979683db72c8f7c79fa406e09261e169821e11106e65,3,350,350,atlas-b,1,20347485,0.514590008999221,,164689,258e6c8c0041015ebef0a38a70d82052040f641f2b2a00c8a312fa41a9f2015e,2.510846017,59875,False,TRANSLATED_ONLY,32.21589431400025,6160031,32.73122295200028
b2,moreDetailedTest/0121.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,0ea86f7bef51632ee46c979683db72c8f7c79fa406e09261e169821e11106e65,3,350,350,macro,1,13513382,0.3643368279999777,,199372,be8c9b039d2f81591eb3bec06e9b23bee198bd3890ae62fce38d3094bc96d3dd,3.53804195,112658,False,TRANSLATED_ONLY,41.831783966999865,6376286,42.196885093000674
b2,5to10Traces/0002.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,eb40501cc06da1eccd73b8b511a5d40674abeffa8794fa8e717e0fabc662a9eb,2,25,25,atlas-b,1,579857,0.4143871989999752,,11784,a21f2d4aab87f78b97abf7541249bef1a4d9c013175bf54fdc0ef49a7fc4e175,0.305529062,3147,False,TRANSLATED_ONLY,1.4158536550003191,182794,1.830765276999955
b2,5to10Traces/0002.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,eb40501cc06da1eccd73b8b511a5d40674abeffa8794fa8e717e0fabc662a9eb,2,25,25,macro,1,474168,0.21412852799949178,,57742,752aafa4cb004e846b907020d1500dcbaa6c9e46ae4af768aeb39d3ff27ad06a,0.598145559,5208,False,TRANSLATED_ONLY,3.168356498999856,236718,3.3830502410000918
