batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,e4AtlasStatus,e4MacroStatus,activeAnchors,e4MacroExpandedSize,B_over_K,activeAnchors_over_expandedSize,atlasStatus,macroStatus,pairedTranslated,atlasVars,macroVars,atlasClauses,macroClauses,C_V,C_C,atlasWallSec,macroWallSec,atlasModelSha256,macroModelSha256
b2,equal/0026.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,88e940e86be14702db987816ee958a630575c2bd110e6bb025fa8a60b3e90740,3,500,500,TIMEOUT,TIMEOUT,,,1.0,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3920005,5418917,12559349,11011440,0.7233927000542728,1.140572804283545,26.21684795500005,37.1834546200007,75104d94020248df3fb77656ac8d82c0a81521815d537ccc0d54e3efc7f55df2,cbc7979adcc13900491b72205a1b8d6a36e8a3686e05ec5fff30154ffbb14221
b2,increasingNumVariables/0010.trace,increasingNumVariables,plain,11,2,0,8,1,MIN_EXPANDED_SIZE,,11,be9d539eb333b64bd4386b76053c5ef1fbd95a8b36c9b3403944f38f5b4241ff,4,25,25,TIMEOUT,SAT,5,7,1.375,0.7142857142857143,TRANSLATED_ONLY,TRANSLATED_ONLY,True,649176,499453,2174508,1076457,1.2997739527042584,2.0200602532195897,3.3335297229996286,5.3886472300000605,0a18fed95525f1711e446d41fdd46c7181c67195dd8afa33c0f97881edd6c373,47b91862137ae069f75f50ef70eb9a199b01c9792f01461d0c2ea805dabb9733
b2,5to10Traces/0011.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,e38bf3e3c82d45a788e109824513c902af600af42cf5fa633e528c6fba782796,2,8,125,SAT,SAT,1,3,1.0,0.3333333333333333,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1976682,1342425,6754048,3138488,1.4724710877702665,2.152006953666861,8.741685527999834,10.143088398000145,21fc8e29f24a7cc196f31af12347a5ce081a2f7781bc58273aee70dafdde5bca,770b4d4d130ee103eefcd98a375374b8b8d4279eaed8c6bb7ed7594613a3923f
b2,baseTest/0020.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,a4c43f7b49a0903c436b07c0e10b397b87316fe078f8f3929ede0fb8f4a60e01,3,42,458,TIMEOUT,TIMEOUT,,,2.25,,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,4594886,,9717201,,,180.79336265500024,34.38108473800003,13265605f810c2233a66ea1d2181b51e0baac45a142abb180ddd37dfaf5bdc31,49394dd9515732e76e9a780ad8361a05136845edebaf5a13113f32df982e39f7
b2,baseTest/0012.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,735b7b931a99b69cedbbcd331855f5c86d90516529a3d67640aa10f8daf3e688,2,149,4851,ERROR,TIMEOUT,,,1.0,,TRANSLATION_ERROR,TRANSLATION_TIMEOUT,False,,,,,,,21.007643777999874,180.8014910819993,fc1e9f5b1714ff33a517c9b83bf01977cbac2d2e5107675bdf0d0dcf544c357b,0bd6107027c306d22f7c38dbd26adbae56a6eafacb13f5fd7483e71f4252adbb
b2,equal/0007.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,4cf75674988206dfe295cc17eb52615507e429ed7c80ed604edc779cb7eb2ca0,3,5,5,SAT,SAT,4,5,1.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,67605,97015,219935,210349,0.6968510024223058,1.045571882918388,1.3303541069999483,2.1320042380002633,34402e1836d26fea439fe6f81f77a7515460a12b8796d9445c97eb8c55d6aca7,d862c55fd12f4e992d1ebb46067515f248194f66339b32778d9fb6eefdd37f9e
b2,moreDetailedTest/0001.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,4cf4d87b6dcf64d2fe396c8941ee439eef2c07ee0bb76745f986cfca6ad38387,3,100,100,TIMEOUT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,786406,1089440,2518950,2212984,0.7218442502570128,1.1382594722781547,4.4349823929997,9.894876545999978,c82f5a704a61ed674e76ef7b09e05d1fbf2982da3e329198e3083809cebfb952,8703e95d15bb7316d1829dfc4744e6dff3363292082d10d4423e7c2fb40ca5ae
b2,5to10Traces/0178.trace,5to10Traces,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,4430fdb2aab411bdcb015e7f6c8b460ba74aa0805e1ed6617219a2c9b842e93b,3,25,25,SAT,SAT,3,5,1.25,0.6,TRANSLATED_ONLY,TRANSLATED_ONLY,True,449782,470632,1485461,1002216,0.9556978700980808,1.4821764968829074,2.5826610469994193,4.985759270000017,595951954571edc7f5d8f15879ca63f4b58967963a695c1168212bc2b489508f,d187d7bdb7845bb7b041c303de43339dc71ed1ff0fbf33fe84efbdd5f283b6b0
b2,disjunctedExistence/0003.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,424507b2de8960903fda914ede4da873c9ed6d3925a5e02f18cb3b19d0ece32e,5,100,14,TIMEOUT,TIMEOUT,,,4.5,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,522611,646838,1697285,1329973,0.8079472758248588,1.2761800427527477,4.084270886000013,6.1363982149996446,e55d23ebc6106b7643db4daeac794359f6c42c10c80e60ff68dff452ee13aaa3,0ad0b96fdb7708537e08250ad79be77cbac060971ee76876d9818bfc3251fff2
b2,increasingNumVariables/0054.trace,increasingNumVariables,plain,264,2,0,8,1,MIN_EXPANDED_SIZE,,11,ee356efe02576d0c3b952575033ba350d4966db4ff0addd2363e3e069310b2b5,9,45,45,TIMEOUT,TIMEOUT,,,33.0,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1483188,895619,5041909,1923803,1.6560479400280699,2.6208031695553027,8.54025637399991,7.691013370000292,51b27a164cff3dfac8fc00634964a7bd88a804dd2cef2d867d1a384667c037f5,10d324ce9ca914dc15ba72647bc6a304158b2ce700c1f9d20a824f8df05012c5
b2,equal/0041.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,039db8452a2b4e828889363c84368109bf7adcced910749d0a98c7dfb219a90a,3,50,50,SAT,SAT,3,5,1.25,0.6,TRANSLATED_ONLY,TRANSLATED_ONLY,True,394706,536608,1263900,1094279,0.7355574273957899,1.1550070868581048,2.88239640699976,5.185410921000766,ed38ce51163a6863b7b35706deb62b3513c6ecbef7bbd8ddbaaa969ab05bd7e9,105a31a31a34ed420366427af494fa889f43372fe84f1477e48649b873370e32
b2,moreDetailedTest/0031.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,d38e3d1b6f467074f9b04773d3163291ae8d89b2043a51471e2a17768386b632,3,125,125,TIMEOUT,TIMEOUT,,,2.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,4959501,2272905,16788157,4811012,2.1820098068331055,3.4895271514600257,25.115301091999754,18.856067802000325,65cec649a11089bceec6725a4f664bd53405d1438f6cd9fdb26608ff13837728,cb22e98c0df04a7611a4318394b1d82e76fea2a97d45f411f8019b6db3f8d5e2
b2,5to10Traces/0117.trace,5to10Traces,plain,67,2,0,8,1,MIN_EXPANDED_SIZE,,5,d3c2fe8052ecf8528a9b8d2977e9aa4d2c511d320c9111e21202eb2dbf3a9567,4,1,75,TIMEOUT,SAT,3,4,8.375,0.75,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1301970,784956,4465435,1830463,1.65865347866632,2.4395112056348585,5.836707018999732,6.236932284999966,c1c1ac04dfb62093eed57a2c932c9b611eded8d69f53086abc1b160bce4fe35a,27b2db7e75f242115c1ef1e71f9b6eea17ef1f65438a1e129cc042b1f93e8ab9
b2,baseTest/0021.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,7,5589e1cf5fde72aa059271e32c8257148d45c86f9ba4cc0e82335409f974ac19,3,6,42,SAT,SAT,3,6,2.25,0.5,TRANSLATED_ONLY,TRANSLATED_ONLY,True,299823,396279,977084,822726,0.7565957317950232,1.1876177488009374,2.281660009999541,4.084592823000094,8ff38af4a51beb45c0227d2ab59951b345006d805cf7be7a4978d9aa8b43397e,e0eff2c5a02de392377e674d19a26583ac7dcba0e8f4b3cbc3e9006b09d815ea
b2,disjunctedExistence/0000.trace,disjunctedExistence,plain,36,2,0,8,1,MIN_EXPANDED_SIZE,,5,9aa52b88a4b6321d15ceac2fa1866a38bfa4b34e19bb5f98e058b22455bf54c1,5,50,6,TIMEOUT,TIMEOUT,,,4.5,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,259813,323236,843865,665871,0.8037873256691705,1.267310034526207,2.181276872000126,3.5337151879994053,c2fa19e779de78af0b786c820c598837069eb1f95d8bc476b1a95e73ad4a67be,b96d9599ad100864a7b4ee3eeb1a806929d5634048a2d0692a4a0fbf6f1266de
b2,increasingNumVariables/0003.trace,increasingNumVariables,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,554d1db6d50e510609a8c1e3ffd7d556385f38ffb0b5bdc160657ceb008146ba,3,30,30,SAT,SAT,3,5,1.25,0.6,TRANSLATED_ONLY,TRANSLATED_ONLY,True,537632,571643,1775646,1221391,0.9405030762206482,1.4537899820778113,3.1328734250000707,5.235295358999792,acea323467ac46100982a17282e8bf45d0eacd53c844633a6baa62c95023b320,e7395f2b1a845127dd2215d3aaf3c80773297c6efd15d4a8ec61a0f2d53b7e45
b2,equal/0023.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,f963d51b04b474bbc92efce90577bf4747d5beb8e0bf538f00ddc3b7d4fbaf98,3,10,10,SAT,SAT,4,5,1.0,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,81346,116252,259860,238622,0.6997384991225958,1.0890026904476535,1.3803479979997064,2.1313044480002645,26186934a326a02defb8df20f4865dff3cb6d9ff207fc4ea5e79f4c261e3004a,bd846f27c70a26ec802528ff1ba5cf7b89d3d9bde5f31429d4c0c79915ffc2f9
b2,5to10Traces/0078.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,11,38647e132ee55de9993f8c59a208e35d4c2ce6487de2fac015c6509a0f9e6b3c,3,150,150,TIMEOUT,TIMEOUT,,,2.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3597605,2717603,12003081,5770520,1.3238155094765498,2.0800692138663415,19.305268271000386,18.403772104999916,1a5a3b73085a246ada5631cef14924a1d8e803f9dd8f316920a8912c77d9f9d3,f074962811bcaaa2126dd3ac868ef12aeaa200b2a19e201902c155acaa81aad6
b2,moreDetailedTest/0011.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,e38a5917378b9df7d12d300f9eb69929ec77ddb6206f1394ba703e78f7785083,3,500,500,TIMEOUT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3920006,5418838,12559350,11008035,0.7234034307724276,1.1409256965480215,26.224476590999984,37.58424677499988,0eb552e1b99bb2cfa056acb39bfeab2390cd161db052cd65c80eaf74502b2010,4fa75bcd121961d685c0eb5ce56284b5d67e2a5506299cd40393d01fa15b38df
b2,baseTest/0016.trace,baseTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,fa50e2911675719d95d055e6cd91cf981e06cbaef02d9e0626d2c09b3cd0707f,3,11,76,SAT,SAT,3,6,2.25,0.5,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1750520,833426,5929048,1773129,2.100390436583452,3.3438334153916607,8.741200708999713,7.99065781399986,0310845adf8fe9d125b680031e549bb51532e91280df9a0240067b7099a52da6,b7e178e9ba26ee77f213e418b3f9ed4cf37ab9e3496dec1cdcceb3064e51a923
b2,disjunctedExistence/0063.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,5,626d67f59fe04a454da0de7737bf2ad85b99392a408360b738091701b07475ab,7,300,300,TIMEOUT,TIMEOUT,,,16.75,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3096577,3378042,10159739,6906884,0.9166780638014566,1.4709583945524494,19.958588276999762,24.565265368999462,c639619f09356879f7f34b6a95690067a0e1e2cbd859c0fbd30a5c9dffdd12b9,0700b16dfdccda96abd7eecce545d3ffdcc0374d9c1d1c8d06c6b8624aba561c
b2,equal/0006.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,32a25bd96a241f1fd10f4bf5f991f6898b65b0e7799fc6e658adc867dfe067f8,3,50,50,TIMEOUT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,617595,799714,2013140,1668495,0.7722698364665368,1.2065604032376482,4.334323417000633,7.3388576050001575,40f36258aed5629f6685340017bf224af421c41f183f69362f8f9922c5d4e287,b60ab2524bbea57d79e84a87b65f6e29cfec28a38e9c819303de9d660250c89c
b2,increasingNumVariables/0043.trace,increasingNumVariables,plain,135,2,0,8,1,MIN_EXPANDED_SIZE,,5,e3c1b84a1d5289ce903b49dc1172b72bd22a43e0a7b8320078e4b49fa2c56a74,8,30,30,TIMEOUT,TIMEOUT,,,16.875,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,338895,346800,1118376,712160,0.9772058823529411,1.5703999101325545,2.882594760999382,4.133977956000308,3845f0961c65563c3c05e7186fc51e25eb69f81846b51a58c8da3911432b3e92,1166700ee36dab04be6394797c61d0d940ba7d604a1a2e157eb4531a00cf868c
b2,moreDetailedTest/0121.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,0ea86f7bef51632ee46c979683db72c8f7c79fa406e09261e169821e11106e65,3,350,350,SAT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,6160031,6376286,20347485,13513382,0.9660844886819694,1.5057285437501877,32.73122295200028,42.196885093000674,258e6c8c0041015ebef0a38a70d82052040f641f2b2a00c8a312fa41a9f2015e,be8c9b039d2f81591eb3bec06e9b23bee198bd3890ae62fce38d3094bc96d3dd
b2,5to10Traces/0002.trace,5to10Traces,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,eb40501cc06da1eccd73b8b511a5d40674abeffa8794fa8e717e0fabc662a9eb,2,25,25,SAT,SAT,1,3,1.0,0.3333333333333333,TRANSLATED_ONLY,TRANSLATED_ONLY,True,182794,236718,579857,474168,0.772201522486672,1.2228935735857334,1.830765276999955,3.3830502410000918,a21f2d4aab87f78b97abf7541249bef1a4d9c013175bf54fdc0ef49a7fc4e175,752aafa4cb004e846b907020d1500dcbaa6c9e46ae4af768aeb39d3ff27ad06a
b2,disjunctedExistence/0061.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,11,05796686e3c55d78c6963abdea7159548834606d6e6ce6ea7e70e2122c847d73,7,4,250,TIMEOUT,TIMEOUT,,,16.75,,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,6046985,,14609861,,,180.82628846899934,48.70682481699987,a7641599b51923e146461dada6ba0f063edcd0bfa7831dcb563023bfa22343db,79f561c16d69c4eab953399c69038c335a934497b6ae255fb7156a1f18fc3ad0
b2,baseTest/0040.trace,baseTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,2d01c4a45631c22085feb6cdf4ca13217795df8db1af8aadca86e2d48e488276,3,431,4569,ERROR,TIMEOUT,,,1.25,,TRANSLATION_ERROR,TRANSLATION_TIMEOUT,False,,,,,,,29.628055963000406,180.86707455899978,58ac670dc69c2c5de502090b3eef47b6cf023c5e2c62d0ebbf415f7f9fc269a7,d0fcb1e380d14e60ebc718dd7d25eba35786a686336b81bdd9faaa13b5411802
b2,increasingNumVariables/0041.trace,increasingNumVariables,plain,135,2,0,8,1,MIN_EXPANDED_SIZE,,15,bcdfd5e3a50997933d37a3c35bdcfe4532a2a6f2c2944afca3bc396dbc775e81,8,20,20,TIMEOUT,TIMEOUT,,,16.875,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1041730,409665,3577460,881060,2.5428825991969046,4.06040451274601,5.987864188999993,5.135517374999836,b2e743f4abd073acc08dd030d8d4010bc1ecbcd9f976b67049610bcbfc9aae3a,2e3549d2dbb6d5f48bb5f4bfa218a9169d61a6f63f51dcad99800418acae1858
b2,equal/0024.trace,equal,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,591191500853d381ffc261d6fc8335d26e1dd1db3e401462025d499293c452c7,3,150,150,TIMEOUT,TIMEOUT,,,1.0,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1178106,1636425,3774000,3333890,0.7199266694165636,1.1320109541706536,7.740729418000228,12.295156234999922,134cb542e82c8eeb05bbbef22b8d93b55e54d5fa42190424b1facdee89b01e23,dd72c8732496d6d02cdb076ba7cf6dbe6fb212f14160529bfe9eb355047252b4
b2,baseTest/0001.trace,baseTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,7,9547ffb5a3f76c5b4a41be156b2d786934fb0a67853456691c927aafbe7cc350,3,250,101,TIMEOUT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2151456,2795597,7014115,5841291,0.7695873189161385,1.2007816422773665,10.543203501999415,19.2609078079995,6a595a910977c0000bf0fc072e4a852cf0901532c82812f8430819dd9aef43ce,453ac7da375d1763a743531088ed01670af574b110ea610c86f5847a490e3151
b2,moreDetailedTest/0016.trace,moreDetailedTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,2ff055971e33f6ba7e13d9758ec3b09a2a992c3c429bbedff5e0d8aec8cf4ac9,2,10,10,SAT,SAT,1,3,1.0,0.3333333333333333,TRANSLATED_ONLY,TRANSLATED_ONLY,True,74491,98113,235799,195082,0.759236798385535,1.2087173598794354,1.3303071779992024,2.031057201999829,d8ce7af8a3551a6a1b52421a3ba1769cbb1017a9b540374a9bf1ed8b3cd8d33d,647190491fefb457a72a14b26394365d00551af9040092e93265cf05b71aad0c
b2,disjunctedExistence/0048.trace,disjunctedExistence,plain,134,2,0,8,1,MIN_EXPANDED_SIZE,,9,f40572e52f00c672d689de94400867426882c00278f9ad24fc73f6c37a203d3c,7,50,50,TIMEOUT,TIMEOUT,,,16.75,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1118936,971963,3754189,2073187,1.1512125461565923,1.8108298961936382,4.935176658000273,9.491386628999862,ccbeeb776bf6dcb035446ab9559a5eec5300acd095efe42e53c26aba24563f05,2b74f4063103b3a7121c53835e4cc3bd37a5e1615c64017875cb87a92f79afc2
b2,5to10Traces/0154.trace,5to10Traces,plain,6,2,0,6,1,MIN_EXPANDED_SIZE,,5,86ea5d1e67f32593afcf9ca718f0f15de0bdeb895fea6b059c15320ab4bf0ee9,3,5,5,SAT,SAT,4,5,1.0,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,42176,60445,134355,124230,0.6977582926627512,1.081502052644289,1.1804063079998741,1.6306126139998014,e873dfb9fe383e4c4f7b6cfd89a0c0746d4383487aee44f81b939b7f0211ea68,9a7bdbc5a19b328eb714c9e346680f9bf6d9aabfec1f7ea4c2e7b03f481c1eee
b2,equal/0020.trace,equal,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,11,e5b5f71aaa4f83bfb89a82fcc9a1d9b77f761080bbe91790b43f8c80250f807d,3,50,50,TIMEOUT,SAT,3,6,2.25,0.5,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1209806,923670,4036582,1952774,1.3097816319681272,2.0671014669388263,6.086554597999566,8.390065139000399,1e12810198b381d96d2bff46c4b5459eb8427d81aba6c4a26b9972972fab548e,67a06d0f3fbb723fbc950899093395f6cd779f0aa0813baa0e08efea20004b93
b2,increasingNumVariables/0055.trace,increasingNumVariables,plain,264,2,0,8,1,MIN_EXPANDED_SIZE,,5,b849ed540620164df9234045e83c5dad83662531ec99376f60641f18d283a6e5,9,50,50,TIMEOUT,TIMEOUT,,,33.0,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,590205,577589,1954387,1187406,1.021842521239151,1.6459298672905476,3.7836737199995696,6.386956362000092,954831c3a809c5cec0cfca2ed860fff57c767780859b728feb7cf402fd698c0f,d661d202a2f9cd05384be69a764c1483541f6a05777848f44ea6bb8675df428c
b2,5to10Traces/0074.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,15,17a8172a264c432b22b6195f94909869d4a7b32b69d4fe159beebda0c06d060c,3,100,100,TIMEOUT,TIMEOUT,,,2.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3975151,1830103,13457132,3880586,2.172091406877099,3.4678092432431598,21.809249173999888,14.447886642000412,9244102aefb3a8195c884dc4d5640b0d98ffaabc70f2630b0051e5e0bf8e760c,10b06afec24fd74bea005f9f31f9b42be04902dbfce11de24e181af4d1a8d8ab
b2,moreDetailedTest/0122.trace,moreDetailedTest,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,5,33d0a3dd7e74e03f4b4a7aba4bb741234c3826128d8e470c39f807161b418e40,3,400,400,TIMEOUT,TIMEOUT,,,1.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3136604,4270409,10049248,8691931,0.734497328007692,1.156158280593806,18.95608790500046,31.47192306299985,4cfdc4254613466e884489e96dd99dd875669f8bb1ab240279b1f68e3ea2a5a5,c484e28617475f8b63a596fa793fa194a05001cf05197b526635e0a8f2fa142a
b2,disjunctedExistence/0030.trace,disjunctedExistence,plain,11,2,0,8,1,MIN_EXPANDED_SIZE,,7,7a1d604605f878c29bb0e1f081fe5a726c71f72c25561513fbfd9911cf196c55,4,150,1,SAT,SAT,3,4,1.375,0.75,TRANSLATED_ONLY,TRANSLATED_ONLY,True,995368,1232568,3263422,2572733,0.8075562565310799,1.2684650914028,4.685640585000328,9.99427151799955,75be03d825f66ef0e367190cff0d36b95b2183769dab066fe8807befe9c22cb0,7722e95a46719ce937ec5a87053a278b069ea9186f9e71a2412f00b04f87173d
b2,baseTest/0010.trace,baseTest,plain,5,2,0,5,1,MIN_EXPANDED_SIZE,,5,287f09d1ad3dd55a010036216c1436e98f7e5a60101f60da5d0708936b208576,2,51,1449,ERROR,SAT,1,3,1.0,0.3333333333333333,TRANSLATION_ERROR,TRANSLATED_ONLY,False,,6573028,,13234927,,,5.336000195000452,48.19756266700006,ea6c4ec7581b7af1070711ca0821c35ef93d13406b52181238d32684984f6ffc,89f9b3777047f622cdd4718adb15750f0a70f87c4b3e721223f246158a48bb9f
b2,equal/0042.trace,equal,plain,10,2,0,8,1,MIN_EXPANDED_SIZE,,9,428b7280c06cd1c4a3dfee817f27bd54186bddd87680459d4e5d202f6b9ee9bd,3,5,5,SAT,SAT,3,4,1.25,0.75,TRANSLATED_ONLY,TRANSLATED_ONLY,True,98382,116264,324721,258648,0.8461948668547443,1.2554552905879806,1.3803473159996429,2.3819297670006563,a731c5a81e2375335c9c9610285278a28db7ea847c97ab4e38e3e52c399c5d4e,bcff6ca30893b1d2498141796bcbbb46e2498100412372c446be0e392f77b664
b2,increasingNumVariables/0044.trace,increasingNumVariables,plain,135,2,0,8,1,MIN_EXPANDED_SIZE,,5,c9802ea70fc2803345a2dcdd124d7ba6278f5d6c9e712933544a8ee2676a66a4,8,35,35,TIMEOUT,TIMEOUT,,,16.875,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,393415,402611,1297981,824125,0.9771590940138247,1.5749807371454574,2.832276535999881,5.485871720000432,7ce18f3cf5c2ea97e829aa21e8b03269a21e01ee8aef92260b91ece6765c7a9b,5de0aeb451bb1db170144cb98e70e22ac19da2381a74ae457e2ecc008a6460d7
b2,moreDetailedTest/0036.trace,moreDetailedTest,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,11,c9ed4c4614dbfe90901388443af500c7e1a16c5b8fe35541ca5c2db254207741,3,300,300,TIMEOUT,TIMEOUT,,,2.25,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,7179304,5392822,23952831,11418875,1.331270344172309,2.097652439491631,36.08602558199982,42.0974716110004,60d31175e0e1fd0d2bf6f381bfc40859cb79e7a1fd30b544dbd01b447d4a406a,82e17988383a05f7e05c4a53f8c1561143d4cf1762115575f40d0953493d118d
b2,5to10Traces/0073.trace,5to10Traces,plain,18,2,0,8,1,MIN_EXPANDED_SIZE,,5,796cc73a47026adb51fe9c60fc5a6bf2fab504caa9bf10868738968b723c7858,3,75,13,SAT,SAT,3,5,2.25,0.6,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1407222,912127,4817623,2134247,1.5427917384311614,2.257294024543551,5.587169987999914,6.939276199999767,4811445171d267b6e2e4de3f36103ac54492e2fee9a616d06c07815d012bf863,7494252e74d511691b2686792194d97f9c3416b56397f9340b8635b5883b10b7
b2,increasingNumVariables/0036.trace,increasingNumVariables,plain,70,2,0,8,1,MIN_EXPANDED_SIZE,,15,e1bd7a45a448d9c2b57fbfba8920bbc7876d3d9118b370924aae2a1290865042,7,35,35,TIMEOUT,TIMEOUT,,,8.75,,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1696575,698648,5802875,1502159,2.4283687922959776,3.8630231553384164,9.191489766000814,7.289053069999682,586df282ebbca493a789410dfda0d7b1874b941d5d68dd1729bf21133045e00a,f7d93cc384ba24501c90f8fecae2f3bc3c1118c28526a359c676a42957d29c72
b2,voting_machine/voting8.trace,voting_machine,nnf_template,13,2,0,8,4,MIN_EXPANDED_SIZE,OfficialVoting;NNF,5,0f40eb0be74a98d28e428327dd6a20b96b94e0173b39f5bd4707dcc871294515,10,11,5,SAT,SAT,4,4,1.625,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,419480,106068,1508139,270480,3.9548214353056528,5.575787488908607,3.4338151310003013,2.386102196000138,98af5a42b13925199b7e03e164723c6a703206ab35d81eb41e621e522b56e2f1,60c9892a8341030111ee623cce6e5ec5f1c465000b43b5a795fb7ddf07f8faab
b2,voting_machine/voting13.trace,voting_machine,nnf_template,13,2,0,8,4,MIN_EXPANDED_SIZE,OfficialVoting;NNF,7,8d375b1aaaf8aad8347aa3febb6c753115efed45cd7b48c1d223ee2baf1d6e68,10,11,8,SAT,SAT,4,4,1.625,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,569278,171568,2038471,444553,3.3180896204420405,4.585439756339514,4.135235421000289,3.232530364000013,420c643aade54151953ff14a1ea89fab88513abd6eeab7d874a840ef031b122a,0339020140624e619976a47ce82048d4d49c6bb03f6ecd404f5387d6c3d5cba8
b2,voting_machine/voting4.trace,voting_machine,nnf_template,13,2,0,8,4,MIN_EXPANDED_SIZE,OfficialVoting;NNF,5,556d787d7e05cb7675b4926bc6b9b5f6a3ac18cc80154776e3a9763a0044ab1b,10,10,3,SAT,SAT,4,4,1.625,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,344015,87964,1234920,227358,3.9108612614251284,5.431610059905523,2.932723717999579,2.2314687789994423,d739d185ea0c02a9858a8296cbe63eb01c4762da4896d1cc147865a68895969a,61b63cbddc26d812c5c0db5bbfa4d07b4a728c03a1ff694b15103f95771f5f1c
b2,voting_machine/voting9.trace,voting_machine,nnf_template,13,2,0,8,4,MIN_EXPANDED_SIZE,OfficialVoting;NNF,9,761eea46d30389b096d8a253e3b8e75dc91b12368c64d27bf30bcba8785f4f11,10,8,5,SAT,SAT,4,4,1.625,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,455739,164982,1623140,444941,2.7623558933701857,3.647989283972482,3.8837873630000104,2.5318062989999817,cf07ab6a1f685e4616f66ef3e8971285d2b48c3ca46acc83c1d55f45948a1010,a228b3b596b0b5d57dafaa35d485ae0776d6c8afed04b9425038e44d3f3d84c9
